object_id,field,field_group,value,certainty,source_id,locator
IBI-43E5EECA50BC,inscription_language,language,Mandaic,reported,SRC-72D809FB4249,text 116M; section pp. 103–146
IBI-44AFA550086A,biblical_quotations,biblical_intertexts,"[""Isa. 50.11""]",reported,SRC-73C44B143A9D,"p. 158, distribution table, JBA 114"
IBI-44AFA550086A,current_or_reported_collection,location,The Schøyen Collection,reported,SRC-73C44B143A9D,"p. 158, distribution table, JBA 114"
IBI-44AFA550086A,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 158, distribution table, JBA 114"
IBI-44BC3FE36601,condition,condition,Broken and frequently repaired; much of the margin missing and a large part of the text obliterated.,reported,SRC-943673B56FB8,"Catalogue, text 37, printed p. 326; PDF p. 332; description column"
IBI-44BC3FE36601,current_or_reported_collection,location,Penn Museum,reported,SRC-943673B56FB8,"p. 326, item 37"
IBI-44BC3FE36601,dimensions,dimensions,height 6.5 cm; diameter 17 cm,reported,SRC-943673B56FB8,"Catalogue, text 37, printed p. 326; PDF p. 332; size column (height by diameter)"
IBI-44BC3FE36601,dimensions,dimensions,height 6.5 cm; diameter 17 cm,reported,SRC-943673B56FB8,"p. 326, item 37"
IBI-44BC3FE36601,findspot,provenance,Nippur,reported,SRC-943673B56FB8,"p. 326, item 37"
IBI-44BC3FE36601,inscription_language,language,Syriac,reported,SRC-943673B56FB8,"p. 326, item 37"
IBI-44BC3FE36601,publication_register_identifier,publication,CBS 2943,reported,SRC-943673B56FB8,"Catalogue, text 37, printed p. 326; PDF p. 332; catalogue number column"
IBI-4500756E262F,condition,condition,Perfect bowl.,reported,SRC-943673B56FB8,"Catalogue, text 12, printed p. 323; PDF p. 329; description column"
IBI-4500756E262F,current_or_reported_collection,location,Penn Museum,reported,SRC-943673B56FB8,"p. 323, item 12"
IBI-4500756E262F,dimensions,dimensions,height 7.2 cm; diameter 17.7 cm,reported,SRC-943673B56FB8,"p. 323, item 12"
IBI-4500756E262F,dimensions,dimensions,height 7.2 cm; diameter 17.7 cm,reported,SRC-943673B56FB8,"Catalogue, text 12, printed p. 323; PDF p. 329; size column (height by diameter)"
IBI-4500756E262F,findspot,provenance,Nippur,reported,SRC-943673B56FB8,"p. 323, item 12"
IBI-4500756E262F,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-943673B56FB8,"p. 323, item 12"
IBI-4500756E262F,publication_register_identifier,publication,CBS 9009,reported,SRC-943673B56FB8,"Catalogue, text 12, printed p. 323; PDF p. 329; catalogue number column"
IBI-453035C1DDED,catalogue_language_codes,language,heb,reported,SRC-375868B5C1C1,MMS 997008712405905171
IBI-453035C1DDED,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-375868B5C1C1,MMS 997008712405905171
IBI-453035C1DDED,dating,dating,400–899 CE,reported,SRC-375868B5C1C1,MMS 997008712405905171
IBI-453035C1DDED,dimensions,dimensions,Height 40 mm; source field ‘הקף’ 115 mm,reported,SRC-375868B5C1C1,MMS 997008712405905171
IBI-457F94914353,current_location,location,Penn Museum,reported,SRC-6BCE45CAE460,https://collections.penn.museum/collections/object/271621
IBI-457F94914353,dimensions,dimensions,height 6.3 cm; outside diameter 17.8 cm,reported,SRC-6BCE45CAE460,https://collections.penn.museum/collections/object/271621; Details table; observed 2026-09-05T14:30:16.927Z; Height and Outside Diameter
IBI-457F94914353,inscription_language,language,Hebrew Language,reported,SRC-6BCE45CAE460,https://collections.penn.museum/collections/object/271621; Details table; observed 2026-09-05T14:30:16.927Z; Inscription Language
IBI-457F94914353,material,material,Ceramic; Ink,reported,SRC-6BCE45CAE460,https://collections.penn.museum/collections/object/271621
IBI-45CD59071E6E,current_location,location,Penn Museum,reported,SRC-37DEFCD57187,https://collections.penn.museum/collections/object/241014
IBI-45CD59071E6E,material,material,Ceramic; Ink,reported,SRC-37DEFCD57187,https://collections.penn.museum/collections/object/241014
IBI-4653681EA3B5,catalogue_language_codes,language,heb,reported,SRC-9B1A9F3DFDD9,MMS 997008712401605171
IBI-4653681EA3B5,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-9B1A9F3DFDD9,MMS 997008712401605171
IBI-4653681EA3B5,dating,dating,400–899 CE,reported,SRC-9B1A9F3DFDD9,MMS 997008712401605171
IBI-4653681EA3B5,dimensions,dimensions,Height 81 mm; source field ‘הקף’ 157 mm,reported,SRC-9B1A9F3DFDD9,MMS 997008712401605171
IBI-46769AB4E6AE,current_location,location,"Frau Professor Hilprecht Collection, Friedrich Schiller University Jena",reported,SRC-3B11D8C4C4A5,dc00001095
IBI-46769AB4E6AE,dating,dating,500–700 CE,reported,SRC-3B11D8C4C4A5,dc00001095
IBI-46769AB4E6AE,dimensions,dimensions,Diameter 17.3 cm; height not reported,reported,SRC-3B11D8C4C4A5,dc00001095
IBI-46769AB4E6AE,findspot,provenance,"Nippur, Iraq",reported,SRC-3B11D8C4C4A5,dc00001095
IBI-46C8C30E20BF,client_or_beneficiary,client,Gamaliel Schagreh (?),uncertain,SRC-F42955665921,printed p. 592
IBI-46C8C30E20BF,condition,condition,Defective or damaged; exact losses not quantified,reported,SRC-F42955665921,printed p. 590
IBI-46C8C30E20BF,dimensions,dimensions,Diameter 112 mm,reported,SRC-F42955665921,printed p. 590
IBI-46C8C30E20BF,findspot,provenance,"Susiana, from the French Dieulafoy mission excavations",reported,SRC-F42955665921,printed p. 590
IBI-46C8C30E20BF,text_characterization,text_description,"Interwoven wording from Deuteronomy 6:4 and Psalm 91:1, followed by conventional adjuration formulas",reported,SRC-F42955665921,printed pp. 591–592
IBI-47578B1D57F0,client,client,Rab Mari son of Mamah and his sister Aynah,reported,SRC-DA5B4D0D5E5B,object W_1886-0109-11
IBI-47578B1D57F0,condition,condition,Fair; holes drilled for TL analysis,reported,SRC-DA5B4D0D5E5B,object W_1886-0109-11
IBI-47578B1D57F0,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-11
IBI-47578B1D57F0,current_location,location,The British Museum,reported,SRC-DA5B4D0D5E5B,object W_1886-0109-11
IBI-47578B1D57F0,dating,dating,6thC–8thC,reported,SRC-DA5B4D0D5E5B,object W_1886-0109-11
IBI-47578B1D57F0,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-11
IBI-47578B1D57F0,dimensions,dimensions,Diameter 15.60 cm; depth 5.50 cm,reported,SRC-DA5B4D0D5E5B,object W_1886-0109-11
IBI-47578B1D57F0,findspot,provenance,Mesopotamia,reported,SRC-DA5B4D0D5E5B,object W_1886-0109-11
IBI-47578B1D57F0,findspot,provenance,Found/Acquired: Mesopotamia (historic),reported,SRC-3D4B57D27A24,Related objects: 1886-0109-11
IBI-47578B1D57F0,inscription_language,language,Aramaic,reported,SRC-DA5B4D0D5E5B,object W_1886-0109-11
IBI-47578B1D57F0,material,material,pottery,reported,SRC-DA5B4D0D5E5B,object W_1886-0109-11
IBI-47578B1D57F0,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-11
IBI-47578B1D57F0,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-11
IBI-47A624FD7A32,biblical_quotations,biblical_intertexts,"[""1 Sam. 2.2"", ""Ps. 86.17""]",reported,SRC-73C44B143A9D,"p. 161, distribution table, Moriah 2"
IBI-47A624FD7A32,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 161, distribution table, Moriah 2"
IBI-47F7DABCD899,catalogue_language_codes,language,heb,reported,SRC-016BB1B186B2,MMS 997008712399305171
IBI-47F7DABCD899,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-016BB1B186B2,MMS 997008712399305171
IBI-47F7DABCD899,dating,dating,400–899 CE,reported,SRC-016BB1B186B2,MMS 997008712399305171
IBI-47F7DABCD899,dimensions,dimensions,Height 65 mm; source field ‘הקף’ 149 mm,reported,SRC-016BB1B186B2,MMS 997008712399305171
IBI-4804CC31F58D,biblical_quotations,biblical_intertexts,"[""Zech. 3.2"", ""Ps. 55.9""]",reported,SRC-73C44B143A9D,"p. 158, distribution table, JBA 109"
IBI-4804CC31F58D,current_or_reported_collection,location,The Schøyen Collection,reported,SRC-73C44B143A9D,"p. 158, distribution table, JBA 109"
IBI-4804CC31F58D,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 158, distribution table, JBA 109"
IBI-48D2AD086C07,current_location,location,Penn Museum,reported,SRC-C39B4EDEA443,https://collections.penn.museum/collections/object/295959
IBI-48D2AD086C07,material,material,Ceramic; Ink,reported,SRC-C39B4EDEA443,https://collections.penn.museum/collections/object/295959
IBI-49279B6480D9,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1914-0214-49
IBI-49279B6480D9,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1914-0214-49
IBI-49279B6480D9,findspot,provenance,Found/Acquired: Khorsabad,reported,SRC-3D4B57D27A24,Related objects: 1914-0214-49
IBI-49279B6480D9,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1914-0214-49
IBI-49279B6480D9,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1914-0214-49
IBI-492EBB1E3508,inscription_language,language,Mandaic,reported,SRC-72D809FB4249,text 101M; section pp. 103–146
IBI-496A7DF45DE8,current_location,location,Penn Museum,reported,SRC-244417C8D483,https://collections.penn.museum/collections/object/333538
IBI-496A7DF45DE8,material,material,Ceramic; Ink,reported,SRC-244417C8D483,https://collections.penn.museum/collections/object/333538
IBI-49BD92ACF18B,attributed_author,practitioner,Dukhtīč daughter of Bahāroy,reported,SRC-A90AB34CA3FE,"p. 102, table 6, NFP 3 and note 410"
IBI-49BD92ACF18B,current_or_reported_collection,location,Private collection,reported,SRC-A90AB34CA3FE,"p. 102, table 6, NFP 3 and note 410"
IBI-49BD92ACF18B,formula_genre,ritual,Mesopotamian,reported,SRC-A90AB34CA3FE,"p. 102, table 6, NFP 3 and note 410"
IBI-49BD92ACF18B,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-A90AB34CA3FE,"p. 102, table 6, NFP 3 and note 410"
IBI-49BD92ACF18B,publication_status,publication,Unpublished; reported as being prepared for publication by James Nathan Ford in 2019,reported,SRC-A90AB34CA3FE,"p. 102, table 6, NFP 3 and note 410"
IBI-49D1BAB76E01,condition,condition,Broken and mended; three text fragments missing.,reported,SRC-943673B56FB8,"Catalogue, text 11, printed p. 322; PDF p. 328; description column"
IBI-49D1BAB76E01,current_or_reported_collection,location,Penn Museum,reported,SRC-943673B56FB8,"p. 322, item 11"
IBI-49D1BAB76E01,dimensions,dimensions,height 6.3 cm; diameter 16.1 cm,reported,SRC-943673B56FB8,"Catalogue, text 11, printed p. 322; PDF p. 328; size column (height by diameter)"
IBI-49D1BAB76E01,dimensions,dimensions,height 6.3 cm; diameter 16.1 cm,reported,SRC-943673B56FB8,"p. 322, item 11"
IBI-49D1BAB76E01,findspot,provenance,Nippur,reported,SRC-943673B56FB8,"p. 322, item 11"
IBI-49D1BAB76E01,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-943673B56FB8,"p. 322, item 11"
IBI-49D1BAB76E01,publication_register_identifier,publication,CBS 16022,reported,SRC-943673B56FB8,"Catalogue, text 11, printed p. 322; PDF p. 328; catalogue number column"
IBI-49D8C1227586,biblical_quotations,biblical_intertexts,"[""Isa. 51.15"", ""Jer. 31.34"", ""Ps. 115.1-2""]",reported,SRC-73C44B143A9D,"p. 162, distribution table, Shaked 2015: 109-110"
IBI-49D8C1227586,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 162, distribution table, Shaked 2015: 109-110"
IBI-4A2F6AC1F208,current_location,location,"Frau Professor Hilprecht Collection, Friedrich Schiller University Jena",reported,SRC-28BD17A5E54E,dc00001092
IBI-4A2F6AC1F208,dating,dating,500–700 CE,reported,SRC-28BD17A5E54E,dc00001092
IBI-4A2F6AC1F208,dimensions,dimensions,Height 6.3 cm; diameter 15.9 cm,reported,SRC-28BD17A5E54E,dc00001092
IBI-4A2F6AC1F208,findspot,provenance,"Nippur, Iraq",reported,SRC-28BD17A5E54E,dc00001092
IBI-4AACF1A7FC32,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1914-0214-50
IBI-4AACF1A7FC32,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1914-0214-50
IBI-4AACF1A7FC32,findspot,provenance,Excavated/Findspot: Khorsabad,reported,SRC-3D4B57D27A24,Related objects: 1914-0214-50
IBI-4AACF1A7FC32,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1914-0214-50
IBI-4AACF1A7FC32,production_place,provenance,"Made in: Iraq, South",reported,SRC-3D4B57D27A24,Related objects: 1914-0214-50
IBI-4AC688F5E515,current_location,location,"Allard Pierson Museum, Amsterdam",reported,SRC-589994C2222B,pp. 174–177
IBI-4AC688F5E515,inscription_language,language,Aramaic,reported,SRC-589994C2222B,pp. 174–177
IBI-4AE5624CAB18,biblical_quotations,biblical_intertexts,"[""Zech. 3.2""]",reported,SRC-73C44B143A9D,"p. 161, distribution table, T 15608"
IBI-4AE5624CAB18,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 161, distribution table, T 15608"
IBI-4AF7C0A9A49E,catalogue_language_codes,language,heb,reported,SRC-5355C069886E,MMS 997008712547205171
IBI-4AF7C0A9A49E,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-5355C069886E,MMS 997008712547205171
IBI-4AF7C0A9A49E,dating,dating,400–899 CE,reported,SRC-5355C069886E,MMS 997008712547205171
IBI-4AF7C0A9A49E,dimensions,dimensions,Height 73 mm; source field ‘הקף’ 172 mm,reported,SRC-5355C069886E,MMS 997008712547205171
IBI-4B442625658D,condition,condition,Mild pitting and light exterior deposits; interior inscription partly faded,reported,SRC-DEBDF6834918,"21 May 2025, lot 27, record 166464"
IBI-4B442625658D,dating,dating,6th–7th century CE,reported,SRC-DEBDF6834918,"21 May 2025, lot 27, record 166464"
IBI-4B442625658D,dimensions,dimensions,Diameter 16 cm,reported,SRC-DEBDF6834918,"21 May 2025, lot 27, record 166464"
IBI-4B442625658D,inscription_language,language,Aramaic,reported,SRC-DEBDF6834918,"21 May 2025, lot 27, record 166464"
IBI-4B442625658D,material,material,Buff earthenware,reported,SRC-DEBDF6834918,"21 May 2025, lot 27, record 166464"
IBI-4B442625658D,text_layout,text_form,Spiral,reported,SRC-DEBDF6834918,"21 May 2025, lot 27, record 166464"
IBI-4B613C8F7888,catalogue_language_codes,language,heb,reported,SRC-56DED92C8763,MMS 997008712401005171
IBI-4B613C8F7888,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-56DED92C8763,MMS 997008712401005171
IBI-4B613C8F7888,dating,dating,400–899 CE,reported,SRC-56DED92C8763,MMS 997008712401005171
IBI-4B613C8F7888,dimensions,dimensions,Height 62 mm; source field ‘הקף’ 174 mm,reported,SRC-56DED92C8763,MMS 997008712401005171
IBI-4B7488D77F24,current_or_reported_collection,location,Penn Museum,reported,SRC-6D313A7AA389,"p. 1, item 3"
IBI-4B7488D77F24,inscription_language,language,Syriac,reported,SRC-6D313A7AA389,"p. 1, item 3"
IBI-4B7488D77F24,script,script,Syriac ‘Manichaean’ script,reported,SRC-6D313A7AA389,"p. 1, item 3"
IBI-4B99D46392D1,condition,condition,fragmentary,reported,SRC-3A8095B6D794,index entry BM063A
IBI-4BC0E6C6248A,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-14
IBI-4BC0E6C6248A,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-14
IBI-4BC0E6C6248A,findspot,provenance,Found/Acquired: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-14
IBI-4BC0E6C6248A,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-14
IBI-4BC0E6C6248A,production_place,provenance,"Made in: Iraq, South",reported,SRC-3D4B57D27A24,Related objects: 1886-0109-14
IBI-4BE4B69AB2D2,client,client,Aphriduh son of Imma,reported,SRC-B1AA93ACD1E1,"pp. 425–427, plate III"
IBI-4BE4B69AB2D2,current_location,location,"British Museum, London",reported,SRC-B1AA93ACD1E1,"pp. 425–427, plate III"
IBI-4BE4B69AB2D2,dating,dating,6th–7th century CE,reported,SRC-B1AA93ACD1E1,"pp. 425–427, plate III"
IBI-4BE4B69AB2D2,dimensions,dimensions,Diameter 14.5 cm; height 5 cm,reported,SRC-B1AA93ACD1E1,"pp. 425–427, plate III"
IBI-4BE4B69AB2D2,inscription_language,language,Aramaic,reported,SRC-B1AA93ACD1E1,"pp. 425–427, plate III"
IBI-4BE4B69AB2D2,material,material,Pottery,reported,SRC-B1AA93ACD1E1,"pp. 425–427, plate III"
IBI-4BE4B69AB2D2,origin,provenance,"Southern Iraq (reported, uncertain)",reported,SRC-B1AA93ACD1E1,"pp. 425–427, plate III"
IBI-4BE4B69AB2D2,text_purpose,ritual,Healing,reported,SRC-B1AA93ACD1E1,"pp. 425–427, plate III"
IBI-4C5ECE7D80EA,current_location,location,Penn Museum,reported,SRC-6B02C0DF842B,https://collections.penn.museum/collections/object/225262
IBI-4C5ECE7D80EA,material,material,Ceramic; Ink,reported,SRC-6B02C0DF842B,https://collections.penn.museum/collections/object/225262
IBI-4C9716400DD6,current_location,location,The Schøyen Collection,reported,SRC-CC2BEEE1E096,Schøyen record MS 1928/19
IBI-4C9716400DD6,dating,dating,5th-7th c,reported,SRC-CC2BEEE1E096,Schøyen record MS 1928/19
IBI-4C9716400DD6,dimensions,dimensions,16.0x7.5 cm,reported,SRC-CC2BEEE1E096,Schøyen record MS 1928/19
IBI-4C9716400DD6,inscription_language,language,Middle Persian,reported,SRC-CC2BEEE1E096,Schøyen record MS 1928/19
IBI-4C9716400DD6,material,material,clay,reported,SRC-CC2BEEE1E096,Schøyen record MS 1928/19
IBI-4C9716400DD6,origin,provenance,Persia,reported,SRC-CC2BEEE1E096,Schøyen record MS 1928/19
IBI-4C9716400DD6,publication_status,publication,To be published by Prof. Shaul Shaked.,reported,SRC-CC2BEEE1E096,Schøyen record MS 1928/19
IBI-4CB0DA45A7D0,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1881-0714-8
IBI-4CB0DA45A7D0,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1881-0714-8
IBI-4CB0DA45A7D0,findspot,provenance,Excavated/Findspot: Tell Ibrahim (Kutha),reported,SRC-3D4B57D27A24,Related objects: 1881-0714-8
IBI-4CB0DA45A7D0,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1881-0714-8
IBI-4CB0DA45A7D0,production_place,provenance,"Made in: Iraq, South",reported,SRC-3D4B57D27A24,Related objects: 1881-0714-8
IBI-4CD929F055AE,current_or_reported_collection,location,Wolf Collection,reported,SRC-A90AB34CA3FE,"p. 135, note 552"
IBI-4CD929F055AE,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-A90AB34CA3FE,"p. 135, note 552"
IBI-4CD929F055AE,publication_status,publication,Unpublished,reported,SRC-A90AB34CA3FE,"p. 135, note 552"
IBI-4CD929F055AE,text_tradition,ritual,Semamit-Lilith historiola,reported,SRC-A90AB34CA3FE,"p. 135, note 552"
IBI-4CDAFE6C01A3,biblical_quotations,biblical_intertexts,"[""Num. 9.23"", ""Zech. 3.2"", ""Ps. 55.8"", ""Ps. 91.7""]",reported,SRC-73C44B143A9D,"p. 158, distribution table, JBA 103"
IBI-4CDAFE6C01A3,current_or_reported_collection,location,The Schøyen Collection,reported,SRC-73C44B143A9D,"p. 158, distribution table, JBA 103"
IBI-4CDAFE6C01A3,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 158, distribution table, JBA 103"
IBI-4D29382AEC22,current_location,location,Penn Museum,reported,SRC-C19E7D2FAC8D,https://collections.penn.museum/collections/object/55090
IBI-4D29382AEC22,material,material,Ceramic Ink,reported,SRC-C19E7D2FAC8D,https://collections.penn.museum/collections/object/55090
IBI-4D4032DE7595,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-g
IBI-4D4032DE7595,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-g
IBI-4D4032DE7595,findspot,provenance,Found/Acquired: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-g
IBI-4D4032DE7595,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-g
IBI-4D4032DE7595,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-g
IBI-4D931CBC1484,biblical_quotations,biblical_intertexts,"[""Isa. 40.12""]",reported,SRC-73C44B143A9D,"p. 161, distribution table, XI-t 5178"
IBI-4D931CBC1484,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 161, distribution table, XI-t 5178"
IBI-4E4BF73700F3,current_location,location,Penn Museum,reported,SRC-E5C2BF660801,https://collections.penn.museum/collections/object/172159
IBI-4E4BF73700F3,material,material,Ceramic; Ink,reported,SRC-E5C2BF660801,https://collections.penn.museum/collections/object/172159
IBI-4EDC87544CE8,catalogue_language_codes,language,heb,reported,SRC-99D14359C4FC,MMS 997008712404105171
IBI-4EDC87544CE8,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-99D14359C4FC,MMS 997008712404105171
IBI-4EDC87544CE8,dating,dating,400–899 CE,reported,SRC-99D14359C4FC,MMS 997008712404105171
IBI-4EDC87544CE8,dimensions,dimensions,Height 68 mm; source field ‘הקף’ 160 mm,reported,SRC-99D14359C4FC,MMS 997008712404105171
IBI-4F06EB79A80F,inscription_language,language,Aramaic,reported,SRC-72D809FB4249,text 066A; section pp. 43–102
IBI-4F498F59E098,biblical_quotations,biblical_intertexts,"[""Num. 6.24-26"", ""Ps. 121.7"", ""Ps. 121.4""]",reported,SRC-73C44B143A9D,"p. 159, distribution table, IM 76752"
IBI-4F498F59E098,current_or_reported_collection,location,Iraq Museum,reported,SRC-73C44B143A9D,"p. 159, distribution table, IM 76752"
IBI-4F498F59E098,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 159, distribution table, IM 76752"
IBI-4F5841D575F1,biblical_citation,biblical_intertexts,Ephesians 6:10–17,reported,SRC-01E58FA07682,"IBC 3, pp. 417–432"
IBI-4F5841D575F1,condition,condition,Almost complete; 17 fragments rejoined,reported,SRC-01E58FA07682,"IBC 3, pp. 417–432"
IBI-4F5841D575F1,dimensions,dimensions,Diameter 16 cm; height 7 cm,reported,SRC-01E58FA07682,"IBC 3, pp. 417–432"
IBI-4F5841D575F1,iconography,visual,Human-like face with rays or petals,reported,SRC-01E58FA07682,"IBC 3, pp. 417–432"
IBI-4F5841D575F1,inscription_language,language,Syriac,reported,SRC-01E58FA07682,"IBC 3, pp. 417–432"
IBI-4F5841D575F1,line_count,text_form,Eight lines,reported,SRC-01E58FA07682,"IBC 3, pp. 417–432"
IBI-4F5841D575F1,script,script,Estrangelo,reported,SRC-01E58FA07682,"IBC 3, pp. 417–432"
IBI-4F7F8D057CCC,current_location,location,Penn Museum,reported,SRC-433FE9C26B38,https://collections.penn.museum/collections/object/256456
IBI-4F7F8D057CCC,material,material,Ceramic; Ink,reported,SRC-433FE9C26B38,https://collections.penn.museum/collections/object/256456
IBI-4F8B091D150F,inscription_language,language,Aramaic,reported,SRC-72D809FB4249,text 039A; section pp. 43–102
IBI-4F94BCF5D73A,condition,condition,fragmentary,reported,SRC-3A8095B6D794,index entry BM030A
IBI-4FC91C05B993,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-10
IBI-4FC91C05B993,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-10
IBI-4FC91C05B993,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-10
IBI-4FC91C05B993,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-10
IBI-4FE7EFCFDFFC,current_location,location,Penn Museum,reported,SRC-4D70F2E22F3B,https://collections.penn.museum/collections/object/332043
IBI-4FE7EFCFDFFC,material,material,Ceramic Ink,reported,SRC-4D70F2E22F3B,https://collections.penn.museum/collections/object/332043
IBI-50F54650C17B,catalogue_language_codes,language,heb,reported,SRC-5F6911283DE0,MMS 997008712399805171
IBI-50F54650C17B,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-5F6911283DE0,MMS 997008712399805171
IBI-50F54650C17B,dating,dating,400–899 CE,reported,SRC-5F6911283DE0,MMS 997008712399805171
IBI-50F54650C17B,dimensions,dimensions,Height 180 mm; source field ‘הקף’ 375 mm,reported,SRC-5F6911283DE0,MMS 997008712399805171
IBI-510CFB1AB6F7,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-d
IBI-510CFB1AB6F7,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-d
IBI-510CFB1AB6F7,findspot,provenance,Found/Acquired: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-d
IBI-510CFB1AB6F7,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-d
IBI-510CFB1AB6F7,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-d
IBI-5125DDCA6985,current_location,location,National Library of Israel,reported,SRC-2168D49A8168,"p. 71, caption: incantation bowl no. 139"
IBI-5125DDCA6985,iconography_or_caption,visual,Liliths in a lead chain,reported,SRC-2168D49A8168,"p. 71, caption: incantation bowl no. 139"
IBI-51396F1F61E4,condition,condition,fragmentary,reported,SRC-3A8095B6D794,index entry BM003A
IBI-516832F05365,script,script,Pseudo-script,reported,SRC-72D809FB4249,text 121Ps; section pp. 150–162
IBI-51D0CCC0FDC5,condition,condition,fragmentary,reported,SRC-3A8095B6D794,index entry BM014A
IBI-51D534C82D43,catalogue_language_codes,language,heb,reported,SRC-CC6F5DF593C9,MMS 997008712397005171
IBI-51D534C82D43,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-CC6F5DF593C9,MMS 997008712397005171
IBI-51D534C82D43,dating,dating,400–899 CE,reported,SRC-CC6F5DF593C9,MMS 997008712397005171
IBI-51D534C82D43,dimensions,dimensions,Height 67 mm; source field ‘הקף’ 157 mm,reported,SRC-CC6F5DF593C9,MMS 997008712397005171
IBI-51DF61D0E415,catalogue_language_codes,language,heb,reported,SRC-76FA11AF1EDE,MMS 997008712545805171
IBI-51DF61D0E415,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-76FA11AF1EDE,MMS 997008712545805171
IBI-51DF61D0E415,dating,dating,400–899 CE,reported,SRC-76FA11AF1EDE,MMS 997008712545805171
IBI-51DF61D0E415,dimensions,dimensions,Height 70 mm; source field ‘הקף’ 159 mm,reported,SRC-76FA11AF1EDE,MMS 997008712545805171
IBI-520283C6D783,current_location,location,Penn Museum,reported,SRC-4489E2811D65,https://collections.penn.museum/collections/object/311845
IBI-520283C6D783,material,material,Ceramic; Ink,reported,SRC-4489E2811D65,https://collections.penn.museum/collections/object/311845
IBI-522D56F4C3D8,catalogue_language_codes,language,heb,reported,SRC-3FF9EFFCA935,MMS 997008712396305171
IBI-522D56F4C3D8,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-3FF9EFFCA935,MMS 997008712396305171
