id,object_id,source_id,text_type,language,script,editor,locator,rights_status,content_status,content,access_citation,access_locator,access_url,access_status
TXT-A4BE5AE93099,IBI-4804CC31F58D,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 158, distribution table, JBA 109",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 158, distribution table, JBA 109",https://doi.org/10.11647/OBP.0305,available
TXT-A50D97BFB618,IBI-7BFAF3E1718C,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 155, distribution table, CAMIB 43",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 155, distribution table, CAMIB 43",https://doi.org/10.11647/OBP.0305,available
TXT-A5DA180FE340,IBI-7DAD76C36F8E,SRC-C54888E36130,translation,English,,The Schøyen Collection / credited specialist,Text field in online record,copyrighted,withheld_consult_the_edition,,"The Schøyen Collection, MS 2053/196, online collection record.",Text field in online record,,available
TXT-A74A2748AA3B,IBI-66700DA0DFDA,SRC-24B0EC105BC9,summary,English,,Incantation Bowl Index summary,"text 1, pp. 194–198; Christie’s lot 348",open_license,included,"Invokes angels to kill demons and protect Prwkzʿd son of Kwmy, his household, and children.","Moriggi, Marco. “Relics of Syriac Magic: Another Syriac Bowl for Prwkzʿd br Kwmy and a Syriac Incantation Fragment in the British Museum.” Folia Orientalia 61 (2024): 193–202. https://doi.org/10.24425/for.2024.152391.","text 1, pp. 194–198; Christie’s lot 348",https://doi.org/10.24425/for.2024.152391,available
TXT-A7C57E62AB2C,IBI-4128C404FC1B,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 162, distribution table, Abousamra 2020",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 162, distribution table, Abousamra 2020",https://doi.org/10.11647/OBP.0305,available
TXT-A802940EFF2E,IBI-0CDECCBBB862,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 155, distribution table, M 117",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 155, distribution table, M 117",https://doi.org/10.11647/OBP.0305,available
TXT-AC57CC4BDAF0,IBI-A4F154B0CB2E,SRC-455442AA727F,translation,English,,Marco Moriggi,Artefact of the Month 26,copyrighted,withheld_consult_the_edition,,"Moriggi, Marco. “What Will Save the Household?” Artefact of the Month 26, Centre for the Study of Manuscript Cultures, updated 16 June 2023.",Artefact of the Month 26,,available
TXT-ADBF1A84A200,IBI-BF1E6329F91D,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 157, distribution table, JBA 60",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 157, distribution table, JBA 60",https://doi.org/10.11647/OBP.0305,available
TXT-AF0E578D3F6C,IBI-653C0F4DAF6F,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 157, distribution table, JBA 42",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 157, distribution table, JBA 42",https://doi.org/10.11647/OBP.0305,available
TXT-B3586B286076,IBI-AD8EFB15E4A0,SRC-292E3E15363B,translation,English,,Preliminary translation published by The Schøyen Collection,"MS 1911/2, Text field",copyrighted,withheld_consult_the_edition,,"The Schøyen Collection. ‘Incantation Bowl in Mandaic,’ MS 1911/2, accessed 4 September 2026.","MS 1911/2, Text field",https://www.schoyencollection.com/palaeography-collection-introduction/aramaic-hebrew-syriac/4-6-14-mandaic/ms-1911-2,available
TXT-B35DF9497E2B,IBI-3C7C76482C2A,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 159, distribution table, IM 141803",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 159, distribution table, IM 141803",https://doi.org/10.11647/OBP.0305,available
TXT-B40E7B6820A5,IBI-035BA4ABBE6D,SRC-25F456A40523,translation,English,,Paraphrase of Emiliano Martínez Borobio's English translation,p. 325,open_license,withheld_consult_the_edition,,"Martínez Borobio, Emiliano. “A Magical Bowl in Judaeo-Aramaic.” Isimu 6 (2003): 323–336. https://doi.org/10.15366/isimu2003.6.018.",p. 325,https://doi.org/10.15366/isimu2003.6.018,available
TXT-B42577861F96,IBI-3D640F2A8374,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 160, distribution table, MS 2053/236",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 160, distribution table, MS 2053/236",https://doi.org/10.11647/OBP.0305,available
TXT-B460100A541E,IBI-544ABA7B7DAA,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 38 translation, printed pp. 244-245; PDF pp. 250-251",public_domain,included,"Charmed, armed and equipped are the house, (2) the dwelling and mansion and barn, and the sons and daughters, (3) and the cattle and household vessels of Hinduitha (4) bath Dodai and (of) Marada, even her husband and her sons and daughters.

Charmed art thou, (5) Lilith Yannai, and all thy Broods, even the three hundred and sixty (6) Broods, by the word and command of the angel Negoznai, by the mysteries and ordinance (7) of the living God, in the name of the virtue of strong and mighty Deity, and by the seal (8) of the angel Be'odai, whose word none transgresses.

Charmed are all the Gods and Temple-spirits and Shrine-spirits and Idol-spirits (9) and Ishtars from the body of Marabba and Zadoye and Dazaunoye sons of Hinduitha, and from Hinduitha and from her house and her bed and from (10) their [wives] and their sons and their daughters and their cattle.

Charmed and confined and restrained and hobbled is the mighty Istar ... (11) and the three hundred and sixty Broods, which I have dismissed from her one after the other.

Charmed are all the Amulet-spirits that dwell in the houses of men and waste them; (12) charmed and hobbled and suppressed and covered and squeezed under the foot of Marabba bar Hinduitha and under the foot of Zadoye and Dazaunoye sons of Hinduitha, (13) and under the foot of Hinduitha b. D. And life, abundance, health and arming and sealing and protection be to their body, and their wives and their sons and their daughters and their cattle (14) and the people of their houses, both those entering and departing with Marabba and Zadoye and Dazaunoye sons of Hinduitha, and with Hinduitha b. D. their mother, and her daughters.

Exterior

(15) Holy (?) ...","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 38 translation, printed pp. 244-245; PDF pp. 250-251",https://archive.org/details/aramaicincantati00mont,available
TXT-B5750A98CEFF,IBI-63D2D8082D09,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 161, distribution table, VA 3854",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 161, distribution table, VA 3854",https://doi.org/10.11647/OBP.0305,available
TXT-B68E81AC8E2E,IBI-7F04261178CB,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 15 translation, printed pp. 185-186; PDF pp. 191-192",public_domain,included,"In thy name and in thy word, Lord of all healing, God of love.

(2) Salvation of Heaven for the house of Hormiz bar Mama and for the dwelling of Dod(a)i bath (3) Martha and for Bar-gelal bar Dodai and for Bar-sibebi bar Cirazad, even for all her house and dwelling (4).

Lâs min selîḳ: waṭrefê dâs min mena
Enaš lâs lâ selîḳ: waṭrefê dâs enâš (5) menâ
BHYBDYN
Wenaš lâs lâs lâ selîḳ: waṭrefê dâs enâš menâ.

I scan and rhyme (?) against you, Spirits and Goblins (6) and Plagues and Howlers and Strokes and Circlet-spirits and evil Arts and mighty Works and Idol-spirits and the evil Lilith (7) ... And I bind you with bonds of brass and iron and seal you with the figure of a seal of fire, ... (8)

... And I banish you from Hormiz b. M. and Dodai b. [M. and] Bar-gelal b. D. and Bar-sibebi b. C. (9) ... and Mehoi bar Dodai, in the name of Rophiel and Suriel and Gabriel [and ...] and Rahmiel and .hatiel and Suriel ... and Serariel. And by the seal of Yhwh Sebaoth is it established forever. Amen, Amen, Amen.","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 15 translation, printed pp. 185-186; PDF pp. 191-192",https://archive.org/details/aramaicincantati00mont,available
TXT-B7DACA96CD6E,IBI-C30A015175D7,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 159, distribution table, IM 114987",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 159, distribution table, IM 114987",https://doi.org/10.11647/OBP.0305,available
TXT-B91E459A48AD,IBI-A8BE9F6FA177,SRC-4C8646D12939,translation,English,,Discovery summary after Jeong and Young,Object of the Month article,copyrighted,withheld_consult_the_edition,,"Jeong, Soobin, and Marie Young. ‘Eine Zauberschale aus der Hilprecht-Sammlung.’ Objekt des Monats, Friedrich Schiller University Jena, 1 April 2024.",Object of the Month article,https://sammlungen.uni-jena.de/aktuelles/archiv-objekt-des-monats/News/detail/565,available
TXT-B9A2752A6436,IBI-A47920BF4C4D,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 159, distribution table, M 4",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 159, distribution table, M 4",https://doi.org/10.11647/OBP.0305,available
TXT-BA39AC589CE8,IBI-CD463292B7B0,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 161, distribution table, MFL 10895",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 161, distribution table, MFL 10895",https://doi.org/10.11647/OBP.0305,available
TXT-BA7936D04011,IBI-F504A461BD0B,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 155, distribution table, CAMIB 35",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 155, distribution table, CAMIB 35",https://doi.org/10.11647/OBP.0305,available
TXT-BAAA937229C0,IBI-2240A84876B0,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 157, distribution table, JBA 10",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 157, distribution table, JBA 10",https://doi.org/10.11647/OBP.0305,available
TXT-BC5E5C1EE78A,IBI-8746509B00D1,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 156, distribution table, JBA 04",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 156, distribution table, JBA 04",https://doi.org/10.11647/OBP.0305,available
TXT-BE850C29C323,IBI-AA8DEF952E20,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 162, distribution table, Herman 2021",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 162, distribution table, Herman 2021",https://doi.org/10.11647/OBP.0305,available
TXT-C0414DCB1953,IBI-5B1343517775,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 2 translation, printed pp. 121-122; PDF pp. 127-128",public_domain,included,"Again I come, I Pabak bar Kufithai, in my own might, on my person polished armor of iron, my head of iron, my figure of pure fire. (2) I am clad with ‘the garment of Armasa (Hermes), Dabya and the Word, and my strength is in him who created heaven and earth. I have come and I have smitten (3) the evil Fiends and the malignant Adversaries. I have said to them that if at all you sin against Abuna bar Geribta and against Ibba bar Zawithai, I will lay a spell upon you, the spell (4) of the Sea and the spell of the monster Leviathan. (I say) that if at all you sin against Abuna b. G., and against his wife and his sons, I will bend the bow against you (5) and stretch the bow-string at you.

Again, whereinsoever you sin against the house of Pabak and against his property and all the people of his house, in my own right I Abuna bar Geribta—or against Ibba bar Zawithai—(6) will bring down upon you the curse and the proscription and the ban which fell upon Mount Hermon and upon the monster Leviathan and upon Sodom and upon Gomorrha. In order to subdue Devils (7) do I come, I Abuna b. G., and all evil Sacraments and the tongue of impious Charm-spirits; I have come and smitten the Demons and Devils and evil Tormentors, the Gods (Idol-spirits) and female Goddesses—standing in serried rows and encamped in camps.","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 2 translation, printed pp. 121-122; PDF pp. 127-128",https://archive.org/details/aramaicincantati00mont,available
TXT-C066BC8CF3B4,IBI-5697CFCCA6A5,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 155, distribution table, M 059",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 155, distribution table, M 059",https://doi.org/10.11647/OBP.0305,available
TXT-C1F4262DBE91,IBI-83915232010B,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 155, distribution table, CAMIB 73",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 155, distribution table, CAMIB 73",https://doi.org/10.11647/OBP.0305,available
TXT-C3871A52D262,IBI-B6246E14776E,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 6 translation, printed pp. 141-142; PDF pp. 147-148",public_domain,included,"A press which is pressed down upon Demons and Devils and Satans and impious Amulet-spirits and Familiars and Counter-charms and Liliths male (3) and female, that attach themselves to Adak bar Hathoi and Ahath bath Hathoi—that attach themselves to them, and dwell (4) in their archways, and lurk by their thresholds, and appear to them in one form and another, and that strike and cast down and kill. And this press (5) I press down upon them in days and in months and in all years, and this day out of all days, and this month out of all months, and this year (6) out of all years, and this season out of all seasons. And I come and put a spell for them in the thresholds of this their house, and I seal and bind them. Fastened up are their doors (7) and all their roof.

And this press I press down upon them by means of these seven words, by which heaven and earth are charmed: in the name of the first, Gismin and Marbil; of the second, Gismin and Marbil; of the third, Marbil; of the fourth, Masbar; of the fifth, Morah; of the sixth, Ardibal; of the seventh Kibsin (presses), with which is repressed (9) ... with them are repressed all evil Spirits and impious Amulet spirits and Liliths male and female and Familiars and Counter-charms and Words, that they appear not to Adak b. H. and to Ahath b. H. (10) and to ... neither in dream by night nor in sleep by day, and that they approach neither their right side nor their left, and that they kill not their children, and that they have no power over their property, what they have (11) and what they shall have, from this day and forever.

And whoever will transgress against this press and does not accept these rites, shall split asunder violently and burst in the midst, and the sound of him shall resound with the resonance of brass in the spheres of heaven, (12) and his abode shall be in the seventh (?) hell of the sea, from this day and forever. Amen, Amen, Selah.","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 6 translation, printed pp. 141-142; PDF pp. 147-148",https://archive.org/details/aramaicincantati00mont,available
TXT-C4296C80CCD2,IBI-9A362DCF2CFA,SRC-0B9E40B67D88,translation,English,,Discovery summary after Gaby Abousamra,article abstract and later citation,copyrighted,withheld_consult_the_edition,,"Abousamra, Gaby. ‘An Incantation Bowl from the Matenadaran.’ Semitica 61 (2019): 139–146. DOI: 10.2143/SE.61.0.3286687.",article abstract and later citation,https://doi.org/10.2143/SE.61.0.3286687,partial
TXT-C4E64CF6D96B,IBI-9078953DB2E7,SRC-B1A37FD6D79D,translation,English,,"Unsigned dealer-listing translation, summarized",listing lines 34–35,copyrighted,withheld_consult_the_edition,,"Barakat Gallery, ‘Terracotta Incantation Bowl with Aramaic Inscription,’ stock X.0552, online record 54886, accessed 4 September 2026.",listing lines 34–35,https://barakatgallery.eu/artworks/54886-terracotta-incantation-bowl-with-aramaic-inscription-500-ce-800-ce/,available
TXT-C52DED1698C9,IBI-E71CB0A6665B,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 157, distribution table, JBA 46",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 157, distribution table, JBA 46",https://doi.org/10.11647/OBP.0305,available
TXT-C7CD668534DE,IBI-1096AC7149EC,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 157, distribution table, JBA 12",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 157, distribution table, JBA 12",https://doi.org/10.11647/OBP.0305,available
TXT-C9F528FE5F7C,IBI-3077C088CF69,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 154, distribution table, AMB 13",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 154, distribution table, AMB 13",https://doi.org/10.11647/OBP.0305,available
TXT-CCA9808385A4,IBI-8A3BAEA23243,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 155, distribution table, M 108",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 155, distribution table, M 108",https://doi.org/10.11647/OBP.0305,available
TXT-CD9FEB375BDB,IBI-1A2C37C1994B,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 161, distribution table, VA 3853",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 161, distribution table, VA 3853",https://doi.org/10.11647/OBP.0305,available
TXT-CF262B42E6B3,IBI-013FBB80706C,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 7 translation, printed pp. 147-149; PDF pp. 153-155",public_domain,included,"In thy name, O Lord of salvations, (2) the great Saviour of love.

I bind to thee and seal (3) and counterseal to thee, the life, house and property of this Yezidad (4) bar Izdanduch; in the name of the great God, and with the seal of Shadda El, (5) and by the splendor of Sebaoth, and by the great glory of the Holy One: that all ... Demons and all mighty Satans remove and betake themselves and go out (6) from the house and from the dwelling and from the whole body of this Yezidad b. I.

(7) Again I bind to thee (Myhrman, to you) and seal and counterseal to thee (M. to you) the life and house and property and bedchamber of Yezidad (8) b. I., in the name of Gabriel and Michael and Raphael, and in the name of the angel ‘Asiel and Ermes (Hermes) the great Lord. [In the name of Yahu-in-Yahu] (9) and the great Abbahu and the great Abrakas (Abraxas), the guardian of good spirits and destroyer of evil spirits, I guard to thee (M. to you) the life, house, dwelling (10) and property of this Yezidad b. I. And I seal to thee (M. to you) the life, house and dwelling of this Merduch bath Banai, that there sin not against you (M. them) all evil Arts (11) and all (magic) Circles and all Necklace-spirits and all Invocations and all Curses and all Losses and all ... and all sore Maladies and all evil Satans and all Idol-spirits and all impious Amulet-spirits and all mighty Tormentors, (12) which under my own hand I banish from this house in the name of Pharnagin bar Pharnagin, before whom trembles the sea and behind whom tremble the mountains, in the name of HH, HH, and in the name of (13) Bar-mesteel, whose proscription is proscribed and none trespasses upon his ward.

Lo, this mystery is for frustrating you, Mysteries, Arts, and enchanted Waters and Hair-spirits, Bowls and Knots and Vows and Necklace-spirits and Invocations and Curses (14) and evil Spirits and impious Amulet-spirits. And now, Demons and Demonesses and Lilis and Liliths and Plagues and evil Satans and all evil Tormentors, which appear—and all evil Injurers—in the likeness of vermin and reptile and in the likeness of beast and bird (15) and in the likeness of man and woman, and in every likeness and in all fashions: Desist and go forth from the house and from the dwelling and from the whole body of this Yezidad b. I. and from Merduch his wife b. B., and from their sons and their daughters and all the people of their house, (16) that ye injure them not with any evil injury, nor bewilder nor amaze them, nor sin against them, nor appear to them either in dream by night or in slumber by day, from this day and forever. Amen, Amen, Selah.

And again I swear and adjure (17) thee: May the great Prince expel thee, he who breaks thy body and removes thy tribe. And by the seventy Men who hold seventy sickles, wherewith to kill all evil Demons and to destroy all impious Tormentors,—are they cast prostrate in troops and thrown on their beds. Amen, Amen, Selah, Halleluia.","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 7 translation, printed pp. 147-149; PDF pp. 153-155",https://archive.org/details/aramaicincantati00mont,available
TXT-CF544F9AEDC9,IBI-6918D270707A,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 157, distribution table, JBA 09",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 157, distribution table, JBA 09",https://doi.org/10.11647/OBP.0305,available
TXT-D19E64B9C208,IBI-47A624FD7A32,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 161, distribution table, Moriah 2",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 161, distribution table, Moriah 2",https://doi.org/10.11647/OBP.0305,available
TXT-D1F3E51E8316,IBI-74625165CE1F,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 25 translation, printed pp. 207; PDF pp. 213",public_domain,included,"Salvation from Heaven for Guroi bar Tati and for Ahath bath Doda his wife, that there vanish from them in their dw[elling the Demons and Dev]ils by the mercy of Heaven. Whoever here has dead, who shall become alive to them here, and shall approach (2) and are found to be (actually) dead--from these you are kept and these are kept (from you). In the name: Thou- ... send (to) them, Hadarbadu bar ... (3) .. the contentions of them all. Behold, ... Blessed art thou, Yhwh on account of the name of ... (4) Yophiel thy name, Yehiel they call thee, Sasangiel, Yhwh, and so ... names ... [Ar]masa Metatron Yah, in the name of Tigin, Trigis, Balbis, Sabgas, Sadrapas. These are the angels who bring salvation to all the children of men. They (6) will come and go forth with the salvation of this house and property and dwelling of his, and of his sons and daughters and all the people in his house--(7) of this Guroi b. T. from this day even for the sphere of eternity. Amen, Amen, Selah, Halleluia.","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 25 translation, printed pp. 207; PDF pp. 213",https://archive.org/details/aramaicincantati00mont,available
TXT-D324B2B661AE,IBI-B74372055B1B,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 159, distribution table, M 5",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 159, distribution table, M 5",https://doi.org/10.11647/OBP.0305,available
TXT-D40450F0C247,IBI-37106ED2732D,SRC-03395C3A94A7,translation,English,,Discovery summary of museum translation,museum feature paragraphs 44–61,copyrighted,withheld_consult_the_edition,,"Cincinnati Skirball Museum, ‘Mandaic Bowl,’ A/1331, object feature published 17 July 2021.",museum feature paragraphs 44–61,https://csm.huc.edu/2021/07/17/mandaic-bowl/,available
TXT-D423FB558938,IBI-527704D6B074,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 32 translation, printed pp. 225-226; PDF pp. 231-232",public_domain,included,"This bowl is designated for the sealing of the house and the wife (2) and the children of Dinoi bar Ispandarmed, that there remove from him the Tormentor (3) and evil Dreams.

The bowl I deposit and sink down, a work which has been made (4) like that which Rab Jesus bar Perahia sat and wrote against them,—a ban-writ against all the Demons and Devils (5) and Satans and Liliths and Latbe which are in the house of Dinoi b. I. Again: he wrote against them a ban-writ which is for all time, (6) by the virtue of ’TMDG, Atâtôt Atôt, within T(?), Atôt Atôt the name, a writing within a writing. Through which (words) were subjected (7) heaven and earth and the mountains; and through which the heights were commanded; and through which were fettered Arts, Demons and Devils and Satans and Liliths and Latbe; (8) and through which he passed over from this world and climbed above you to the height (of heaven) and learned all counter-charms, a ruin to destruction, and ... to bring you forth (9) from the house of Dinoi b. I., and from all that is in his house, I have dismissed you by the ban-writ. And charmed and sealed and countersealed is it, even as ancient runes fail not, (10) and (like) ancient men who are not ... Again: charmed and sealed and countersealed is this ban-writ by the virtue of YHYHYHYHYH, YHYH, YHYH, A‘. Amen, Amen, Selah.

(11) Sealed and protected are the house and dwelling of Dinoi b. I. from the Tormentor and evil Dreams and the Curse. And sealed and protected be [his wife and son] (12) from the Tormentor and evil Dreams and Curse and Vows and ... Hallela, Amen.","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 32 translation, printed pp. 225-226; PDF pp. 231-232",https://archive.org/details/aramaicincantati00mont,available
