id,object_id,source_id,text_type,language,script,editor,locator,rights_status,content_status,content,access_citation,access_locator,access_url,access_status
TXT-765BB4BF3763,IBI-88103E2EB680,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 13 translation, printed pp. 178-179; PDF pp. 184-185",public_domain,included,"Closed are the mouths of all races, legions (2) and tongues from Bahmanduch bath Samai. (3) And the angel Rahmiel and the angel Habbiel and the angel Hanniniel, (4) these angels, pity and love and compassionate and embrace Bahmanduch (5) b. S. Before all the sons of Adam whom he begat by Eve, we will enter in before them; from their clothing they will clothe her and from their garments they will garb her, the garment of the grace of God. (7) With her they will sit, on this side and on that, driving away (demons?), as is right. In the name of Yhwh-in-Yah, El-El the great, (8) the awful, whose word is panacea, this mystery is confirmed, made fast and sure forever and ever.

Exterior

(9) Hark a voice in the mysteries ! Hark the voice of ..., the voice of a woman, a virgin travailing and not bearing. Quickly be enamored, (10) be enamored and come Ephra bar Saborduch to the marrow of his house and to the marrow of Bahmanduch b. S. (11) his wife; as (she was) a virgin (?) travailing and bearing not, so (may she be) fresh myrtle for crowns. Amen, Amen. (12) And made fast and sure is salvation from Heaven for Bahmanduch b. S. (13) A preparation (?) ... leaven, press it (?) ... Amen, Amen, Selah. Salvation and peace from Heaven, forever and ever and ever.","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 13 translation, printed pp. 178-179; PDF pp. 184-185",https://archive.org/details/aramaicincantati00mont,available
TXT-78E8770D63B4,IBI-F11690D2FBFA,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 161, distribution table, De Menil",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 161, distribution table, De Menil",https://doi.org/10.11647/OBP.0305,available
TXT-79609432FBA4,IBI-01CFAFC981BF,SRC-AFDBED16E322,summary,English,,Incantation Bowl Index summary,"p. 38, object KM 19504",unknown,included,Protective spell against illness for a woman named Ngray.,"Talalay, Lauren E., and Margaret Cool Root, eds. Passionate Curiosities. Kelsey Museum of Archaeology, 2015, p. 38, object KM 19504.","p. 38, object KM 19504",https://lsa.umich.edu/content/dam/kelsey-assets/kelsey-publications/pdfs/passionate-curiosities.pdf,available
TXT-79C98518B2AE,IBI-220D24A5C807,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 157, distribution table, JBA 56",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 157, distribution table, JBA 56",https://doi.org/10.11647/OBP.0305,available
TXT-79E0883FA0C2,IBI-B16BA47EFA4E,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 158, distribution table, JBA 108",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 158, distribution table, JBA 108",https://doi.org/10.11647/OBP.0305,available
TXT-7A9B3086FD35,IBI-39B896F4912E,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 153, distribution table, Isbell 08",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 153, distribution table, Isbell 08",https://doi.org/10.11647/OBP.0305,available
TXT-7ACD59F28851,IBI-0EC7827D64A8,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 154, distribution table, AMB 09",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 154, distribution table, AMB 09",https://doi.org/10.11647/OBP.0305,available
TXT-7AFEB50C34D6,IBI-E18000741DAB,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 159, distribution table, HS 3030",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 159, distribution table, HS 3030",https://doi.org/10.11647/OBP.0305,available
TXT-7CA269D4637B,IBI-A9F0F3BFB1CC,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 154, distribution table, AMB 12b",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 154, distribution table, AMB 12b",https://doi.org/10.11647/OBP.0305,available
TXT-7D65C6D24A99,IBI-44AFA550086A,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 158, distribution table, JBA 114",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 158, distribution table, JBA 114",https://doi.org/10.11647/OBP.0305,available
TXT-7DBC5A7924A5,IBI-035BA4ABBE6D,SRC-25F456A40523,transliteration,Jewish Babylonian Aramaic,Jewish square script,Emiliano Martínez Borobio,"pp. 324–325, lines 1–10",open_license,withheld_consult_the_edition,,"Martínez Borobio, Emiliano. “A Magical Bowl in Judaeo-Aramaic.” Isimu 6 (2003): 323–336. https://doi.org/10.15366/isimu2003.6.018.","pp. 324–325, lines 1–10",https://doi.org/10.15366/isimu2003.6.018,available
TXT-7F7B76BB4F3F,IBI-3ECE3C33AE7F,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 160, distribution table, S-442",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 160, distribution table, S-442",https://doi.org/10.11647/OBP.0305,available
TXT-809171D23704,IBI-724AC11312AB,SRC-539BB677443B,translation,English,,W. S. McCullough,DA 4 translation,copyrighted,withheld_consult_the_edition,,"McCullough, W. S. Jewish and Mandaean Incantation Bowls in the Royal Ontario Museum. Toronto: University of Toronto Press, 1967, DA 5.",DA 4 translation,https://www.markfoster.net/rn/texts/two_mandaean_incantation_bowls.pdf,available
TXT-81C032EE5796,IBI-0B9D7E67D854,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 154, distribution table, MSF 22",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 154, distribution table, MSF 22",https://doi.org/10.11647/OBP.0305,available
TXT-84169EC6466C,IBI-C2E332F154A0,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 24 translation, printed pp. 205; PDF pp. 211",public_domain,included,"Salvation from Heaven be for Hindu bath Mahlaphta, (2) that she be saved by the love of Heaven from Fever (?) and from Sweating, from (?) (3) ... Amen, Selah.

Salvation from Heaven be for Kaki bath Mahlaphta (4) that there cease from her disturbing Dreams and the evil Spirit and evil Satans. Amen, Amen, Selah, Hallelui.

Salvation (5) for Zarinkas bath Mahlaphta, that she be saved by the love of Heaven, to wit Zarinkas, that she bring to the birth her child ... Amen, Amen, Amen, Selah. ...","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 24 translation, printed pp. 205; PDF pp. 211",https://archive.org/details/aramaicincantati00mont,available
TXT-849659D7F721,IBI-6E087B8C539F,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 35 translation, printed pp. 236-237; PDF pp. 242-243",public_domain,included,"Appointed is this bowl for the sealing and guarding (2) of the house and sons and property and body of Maiducht (3) bath Kumboi, that she may be guarded from Demons, Plagues and Devils and Satans (4) and Seducers and Diaboli, and from any Vows and Invocations and Rites of mankind; in the name of (5) arši, ardi and mâri; Michael and Nuriel and Saltiel and Mantariel and Hithmiel. (6) And they were commissioned along with Moses to wardship, and they will guard this Maiducht b. (7) K. from all hostile Devils and affrighting Demons, and from every Curse and Vow of mankind, of men (8) and of women, and of Idol-spirits who (are known) and who are not (known) by name. And in the name of ..., Hamariel and Sariel (9) ... of Yah-Adon-Kamya; nâyâ, ô, ô! Commanded, commanded is it in the name of these angels and letters which will guard (10) and seal this Maiducht b. K. from everything evil, for the ages forever, Amen. Sealed and guarded is Maiducht b. K. from (11) the Tormentor and evil Dreams and the Curse and the Vow; and charmed the Tormentor and Lilith and Ban-spirit who thwarts her in her hand and foot; and may it not approach Maiducht (12) b. K.

And guarded be the house and wife and son and property of Dinoi son of Ispandarmed from the Tormentor and evil Dreams and the Curse and the Vow. Amen.","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 35 translation, printed pp. 236-237; PDF pp. 242-243",https://archive.org/details/aramaicincantati00mont,available
TXT-85E5C8AAA288,IBI-0EA741BCC672,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 155, distribution table, CAMIB 65",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 155, distribution table, CAMIB 65",https://doi.org/10.11647/OBP.0305,available
TXT-8688F0F8EE55,IBI-358AAAF4ED2B,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 161, distribution table, SD 34",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 161, distribution table, SD 34",https://doi.org/10.11647/OBP.0305,available
TXT-87766F8C4DB9,IBI-CD3E783556B1,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 36 translation, printed pp. 238; PDF pp. 244",public_domain,included,"... designated is this bowl ... turned away ... (2) of that Murderess, daughter of Murderess. Go away, go away, and depart from before ... The lord (3) Sames (the Sun) has charged me against thee, Sin (the Moon) has sent me, Bel has commanded me, Nannai has said to me, and ... and Nirig (Nergal) (4) has given me power to go against the evil spirit, against Dodib, whom they call the Strangler, who kills the young (5) in the womb of their mothers, and they are called ""Slayer,"" and their fathers ""Destroyer."" Go from the presence of these holy angels (6) that sons may come to birth to their mothers and little children to their fathers. Because he has given me a name by which I shall drive thee forth, Evil Spirit. Go from the presence of (7) [these angels] and depart from this engraved seal, and go to the bridal chamber and eat ...; moreover drink a libation and [depart from ... daughter of ...]-izduch and her ... (8) Amen, Amen, Selah.","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 36 translation, printed pp. 238; PDF pp. 244",https://archive.org/details/aramaicincantati00mont,available
TXT-888D3780BD56,IBI-A4F154B0CB2E,SRC-455442AA727F,summary,English,,Incantation Bowl Index summary,Artefact of the Month 26; IsIAO 5206,unknown,included,Fragmentary protection text describing hostile beings with animal traits and blood-drinking imagery.,"Moriggi, Marco. “What Will Save the Household?” Artefact of the Month 26, Centre for the Study of Manuscript Cultures, updated 16 June 2023.",Artefact of the Month 26; IsIAO 5206,,available
TXT-889DD1293A16,IBI-325647D3DF8D,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 28 translation, printed pp. 213; PDF pp. 219",public_domain,included,"In thy name, O Lord of heaven and earth. Appointed is this bowl to the account of Anur ... bar Parkoi, that he be inflamed and kindled and burn (2) after Ahath bath Nebazak. Amen.

Everlasting presses which have only been pressed upon (?) ... a man in his heart. (3) Take hrk, and hot herbs (?) which they call sunwort (?), mtlln and peppers ... them and the rites of love which thou (?) hast sprinkled upon ... (4) She shall sprinkle them upon this Anur ... b. P. until that he be inflamed and burn after Ahath b. N. ... and in lust and in the mysteries of love, in order that ... (5) ... take pieces from his heart and the charm ... his name (?). In the name of the angel Rahmiel and in the name of Dlibat the passionate, ... the gods, the lords of all the mysteries. Amen, Amen, ...","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 28 translation, printed pp. 213; PDF pp. 219",https://archive.org/details/aramaicincantati00mont,available
TXT-89C9A89B6B0E,IBI-7AB2CDFBCADC,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 155, distribution table, M 123",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 155, distribution table, M 123",https://doi.org/10.11647/OBP.0305,available
TXT-8A223F8CB287,IBI-303D33EE1BE4,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 160, distribution table, S-448",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 160, distribution table, S-448",https://doi.org/10.11647/OBP.0305,available
TXT-8D4F2A62A02F,IBI-071DAEFA6D11,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 156, distribution table, JBA 02",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 156, distribution table, JBA 02",https://doi.org/10.11647/OBP.0305,available
TXT-8D99212F1C6E,IBI-9BF942623298,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 156, distribution table, JBA 03",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 156, distribution table, JBA 03",https://doi.org/10.11647/OBP.0305,available
TXT-8FC0C9D9D212,IBI-E8D5C937721A,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 155, distribution table, CAMIB 23",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 155, distribution table, CAMIB 23",https://doi.org/10.11647/OBP.0305,available
TXT-937A54A350CE,IBI-84068198E4A7,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 153, distribution table, Isbell 10",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 153, distribution table, Isbell 10",https://doi.org/10.11647/OBP.0305,available
TXT-965EC5A489F5,IBI-079F0B82D514,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 31 translation, printed pp. 223; PDF pp. 229",public_domain,included,"This bowl is designated for the sealing (2) of the house of this Dadbeh bar Asmanducht, (3) that from him and his house may remove the Tormentor (4) and the Curse and the very evil Dreams. Charmed; fortified and confirmed, (5) corroborated, strengthened and sealed and guarded are these bowls for the sealing (6) of the house of this Dahbeh b. A., that they may not lodge together (with them). In the name of Yahihu (7) NHRBTMW, S, MR'S, MRMR, 'oth Sasbiboth, Astar, Muta. YSHN'H, Ah, Ah, Ah, Ahah, (8) AAAAAAA, Amen, Amen, Selah, Hallulia.

Sealed and guarded shall be the house (9) and wife and sons of this Dadbeh b. A., that there may remove from him and his house the Tormentor and the Curse and evil Dreams. Amen.","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 31 translation, printed pp. 223; PDF pp. 229",https://archive.org/details/aramaicincantati00mont,available
TXT-97ABC8CB31A1,IBI-917276249B87,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 4 translation, printed pp. 133-134; PDF pp. 139-140",public_domain,included,"Covers to hold in sacred Angels and all evil Spirits and the tongue of impious Amulet-spirits. Now you are conquered, you are charmed; charmed, you are charmed and sealed in each one of the four (2) corners of his house. You shall not sin against Pabak bar Kufithai, nor shall any do folly against him, against all the people of his house, either by night nor (3) by day; because I have bound you with an evil charm and a sure [seal]. Again, I have charmed you with the charm with which Enoch was charmed by his wicked brothers. Again I charm you with an evil and galling seal. Again, (4) I charm you with the seal with which were charmed the Seven Stars and the Twelve Signs of the Zodiac unto the great day (5) of judgment, and to the great hour of the redemption of your heads: you shall not ..., nor sin against them, against Abuna bar Geribta, and none shall at all do folly against them, namely the people of the household of Pabak (6) b. K., neither by night nor by day, because well sealed is his house and well armed, and with a great wall of bronze have I surrounded it. I, what I desire I grasp, and what I ask I take. (7) You are in the place of Abuna b. G. and in the place of Pabak b. K.","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 4 translation, printed pp. 133-134; PDF pp. 139-140",https://archive.org/details/aramaicincantati00mont,available
TXT-993D9B4B63BA,IBI-1B3C1020F7B0,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 154, distribution table, AMB 03",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 154, distribution table, AMB 03",https://doi.org/10.11647/OBP.0305,available
TXT-99F438B7FF0A,IBI-3C9042E76702,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 154, distribution table, Isbell 23",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 154, distribution table, Isbell 23",https://doi.org/10.11647/OBP.0305,available
TXT-9B274D161444,IBI-1417A2ECD0F9,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 159, distribution table, Aaron F",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 159, distribution table, Aaron F",https://doi.org/10.11647/OBP.0305,available
TXT-9B5E067FBB4B,IBI-56796E0EB0E2,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 158, distribution table, HS 3005",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 158, distribution table, HS 3005",https://doi.org/10.11647/OBP.0305,available
TXT-9C1A697131DA,IBI-44BC3FE36601,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 37 translation, printed pp. 242-243; PDF pp. 248-249",public_domain,included,"Designated is this bowl for the [salvation and] healing (2) of the house and threshold, the wife, [the sons and] daughters, the cattle, (3) [and all that] is his, and whatsoever shall belong to Zaroi son of ... (4) ... confirmed by the virtue of the word of God, the Mystery of heaven and the Mystery of the assembled waters and the Mystery of earth, (5) ... of this house I will enjoin all that is in it,—Arts and the Tormentor (?) (6) ... [and the Image-spirits] of idolatry, and all the Legions and the Amulet-spirits and the Ishtars and all the Demons ... (7) ... and all mighty Liliths. A word ... I declare unto you, which receiving ... the mysteries of Angels in wrath coming against him and with sabres and sword standing before him and ready to kill him. (9) ... against the word heard (?). He sits in the house, eating and devouring, drinking and quaffing, ... (10) [a slayer of ?] children is he, and Master named; ... is he, and Jinn (?) named. Peace ... your father ... (11) ... Peace from the male Gods and from the female Ishtars. And victorious peace is set in ..., and destruction is set in the fire ...","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 37 translation, printed pp. 242-243; PDF pp. 248-249",https://archive.org/details/aramaicincantati00mont,available
TXT-9DBCCD172AE8,IBI-61A96A00B7B1,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 157, distribution table, JBA 11",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 157, distribution table, JBA 11",https://doi.org/10.11647/OBP.0305,available
TXT-9E7E14D2EF50,IBI-3E89893C3F16,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 158, distribution table, HS 3022",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 158, distribution table, HS 3022",https://doi.org/10.11647/OBP.0305,available
TXT-9FDECC815421,IBI-D8319A094023,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 30 translation, printed pp. 221; PDF pp. 227",public_domain,included,"Bound and sealed are the house and the life of this Ispiza bar Arha, and Yandundisnat bar (2) Ispandarmed, and ... bath Simkoi, from the Sun and Heat, from the Devil, the Satan, the male Demon (3) the female Lilith, evil Spirits, the impious Amulet-spirit, the lilith-Spirit male or female; the Eye of man (or) (4) woman; the Eye of contumely; the Eye which looks right into the heart; the mystery which belongs to the evil Potency, that impious lord; from the evil hateful Potency; from disturbing Vision; from evil Spirits; from that impious Lord, in the name of ...","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 30 translation, printed pp. 221; PDF pp. 227",https://archive.org/details/aramaicincantati00mont,available
TXT-A0C373F28B2E,IBI-087C6E4D7329,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 153, distribution table, Isbell 19",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 153, distribution table, Isbell 19",https://doi.org/10.11647/OBP.0305,available
TXT-A190DC0151A1,IBI-41EF9D3D3B97,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 155, distribution table, CAMIB 41",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 155, distribution table, CAMIB 41",https://doi.org/10.11647/OBP.0305,available
TXT-A1DD770EFDB2,IBI-7B9A81135B29,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 156, distribution table, JBA 01",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 156, distribution table, JBA 01",https://doi.org/10.11647/OBP.0305,available
TXT-A285D958ECA2,IBI-1B7355F5BA43,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 162, distribution table, Müller-Kessler 2013",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 162, distribution table, Müller-Kessler 2013",https://doi.org/10.11647/OBP.0305,available
TXT-A3644D2B9EAD,IBI-046C568A20AD,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 161, distribution table, A33965",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 161, distribution table, A33965",https://doi.org/10.11647/OBP.0305,available
TXT-A383843C3661,IBI-A2E775143F9F,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 17 translation, printed pp. 190-191; PDF pp. 196-197",public_domain,included,"This day above any day, years and generations of (2) the world, I Komes bath Mahlaphta have divorced (3) separated, dismissed thee, thou Lilith, Lilith of the Desert, (4) Hag and Ghul. The three of you, the four of you, the five of you, (5) naked are ye sent forth, nor are ye clad, with your hair dishevelled behind your backs. (6) It is announced to you, whose mother is Palhan and whose father (Pe)lahdad, ye Liliths: Hear and go forth and do not trouble (7) Komes b. M. in her house. Go ye forth altogether from her house and her dwelling and from Kalletha and Artasria (8) her children. I have warded against you with the curse which Joshua bar Perohia (sic) sent against you. I adjure you by the honor (name) of your father (9) and by the honor of your mother, and take your divorces and separations, thy divorce and thy separation, in the ban which is sent (10) against you by Joshua b. Perahia, for so has spoken to thee Joshua b. P.: A divorce has come to thee from across the sea. There is found written (in it), ye whose mother is (11) Palhan and whose father Pelahdad, ye Liliths: And now flee and go forth and do not trouble Komes b. M. in her house and her dwelling.

I bind (12) and I seal with the seal of El Shaddai and with the seal of Joshua b. Perahia the healer, healing and release from Heaven for Aba and Yazdid and Honik sons of Komes. Thwarted and frustrated are all Injurers, whom we have removed by the ban upon them. Amen, Amen, Selah.","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 17 translation, printed pp. 190-191; PDF pp. 196-197",https://archive.org/details/aramaicincantati00mont,available
TXT-A48EE14ADE6B,IBI-31C3A4F59439,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 154, distribution table, Isbell 51",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 154, distribution table, Isbell 51",https://doi.org/10.11647/OBP.0305,available
