identity_id,canonical_object_id,member_ids,display_name,record_status,member_count,source_count,appearance_count,completeness_score,content_completeness,reading_score
IDENT-3657945A6155,IBI-3657945A6155,"[""IBI-3657945A6155"", ""IBI-3C3AFF5F0F29""]","Pearson bowl, St Albans",probable,2,2,2,2,0,0
IDENT-36BC4F8663C6,IBI-36BC4F8663C6,"[""IBI-36BC4F8663C6""]",Penn B6359: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-36E0B6218EBA,IBI-36E0B6218EBA,"[""IBI-36E0B6218EBA"", ""IBI-E132B79EADD2""]","British Museum 1881,0714.6 / Google Arts & Culture",probable,2,2,2,6,2,1
IDENT-37106ED2732D,IBI-37106ED2732D,"[""IBI-37106ED2732D""]",Cincinnati Skirball Museum A/1331,confirmed,1,1,1,6,3,5
IDENT-372A705104A0,IBI-5689D7C131FC,"[""IBI-372A705104A0"", ""IBI-5689D7C131FC"", ""IBI-B88F64EB52FE"", ""IBI-F1591D764E61""]",British Museum 91710: incantation bowl,probable,4,4,5,6,2,2
IDENT-373176F3D2D5,IBI-373176F3D2D5,"[""IBI-373176F3D2D5""]",NLI incantation bowl 27 (Ms. Heb. 9467.106),confirmed,1,1,1,4,0,0
IDENT-374B7E79C69C,IBI-374B7E79C69C,"[""IBI-374B7E79C69C""]","British Museum 1980,0415.31.f: incantation bowl",probable,1,1,1,3,0,0
IDENT-3777D0C0A76B,IBI-3777D0C0A76B,"[""IBI-3777D0C0A76B""]",NLI incantation bowl 166 (Ms. Heb. 9467.66),confirmed,1,1,1,4,0,0
IDENT-3799CFE813B5,IBI-7680B927BB2F,"[""IBI-3799CFE813B5"", ""IBI-7680B927BB2F"", ""IBI-E5D2EA2E4CBA""]",CBS 8693,probable,3,3,3,7,2,7
IDENT-387C18B11F84,IBI-387C18B11F84,"[""IBI-387C18B11F84""]",NLI incantation bowl 143 (Ms. Heb. 9467.173),confirmed,1,1,1,4,0,0
IDENT-38ADDA9EF4F6,IBI-38ADDA9EF4F6,"[""IBI-38ADDA9EF4F6""]",NLI incantation bowl 194 (Ms. Heb. 9467.178),confirmed,1,1,1,4,0,0
IDENT-38C18AE46D90,IBI-38C18AE46D90,"[""IBI-38C18AE46D90""]",British Museum 103363: incantation bowl,probable,1,1,1,3,0,0
IDENT-390480DC194A,IBI-390480DC194A,"[""IBI-390480DC194A""]",VA 2423,probable,1,1,1,2,1,1
IDENT-3927B95BCA23,IBI-3927B95BCA23,"[""IBI-3927B95BCA23""]",Penn B16091: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-392B4F4424B7,IBI-392B4F4424B7,"[""IBI-392B4F4424B7""]",Penn B16071: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-39C410944B65,IBI-39C410944B65,"[""IBI-39C410944B65""]","British Museum 1980,0415.31.h: incantation bowl",probable,1,1,1,3,0,0
IDENT-3A55DF064E39,IBI-3A55DF064E39,"[""IBI-3A55DF064E39""]",T 28001,probable,1,1,1,1,1,1
IDENT-3ACD7A605F43,IBI-3ACD7A605F43,"[""IBI-3ACD7A605F43""]",Penn B2936: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-3AE967E7EFF9,IBI-3AE967E7EFF9,"[""IBI-3AE967E7EFF9""]",Apotropaic index AMBB12a,candidate,1,1,1,0,0,0
IDENT-3AF5851ED3F8,IBI-3AF5851ED3F8,"[""IBI-3AF5851ED3F8""]",NLI incantation bowl 169 (Ms. Heb. 9467.78),confirmed,1,1,1,4,0,0
IDENT-3AF5FBEE2C91,IBI-3AF5FBEE2C91,"[""IBI-3AF5FBEE2C91""]",Apotropaic index CAIB71,candidate,1,1,1,0,0,0
IDENT-3B8932F5C770,IBI-3B8932F5C770,"[""IBI-3B8932F5C770""]",Apotropaic index MSFB14,candidate,1,1,1,0,0,0
IDENT-3BD55EC0BD28,IBI-3BD55EC0BD28,"[""IBI-3BD55EC0BD28""]",Hilprecht Collection HS 3059 possible fragment,candidate,1,1,1,4,0,0
IDENT-3BEE579DCD9B,IBI-3BEE579DCD9B,"[""IBI-3BEE579DCD9B""]",British Museum 103362: incantation bowl,probable,1,1,1,3,0,0
IDENT-3C13C6F7DFD5,IBI-3C13C6F7DFD5,"[""IBI-3C13C6F7DFD5""]",British Museum 91778: incantation bowl,probable,1,1,1,3,0,0
IDENT-3C7C76482C2A,IBI-3C7C76482C2A,"[""IBI-3C7C76482C2A""]",IM 141803,probable,1,1,1,2,1,1
IDENT-3CBF1529D760,IBI-3CBF1529D760,"[""IBI-3CBF1529D760""]",Penn B16051: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-3CC67931DF0F,IBI-3CC67931DF0F,"[""IBI-3CC67931DF0F"", ""IBI-DD32F3954512""]",MS 2053/257,probable,2,2,2,2,1,1
IDENT-3CCB1D35BD7E,IBI-3CCB1D35BD7E,"[""IBI-3CCB1D35BD7E""]",088M,probable,1,1,1,1,0,0
IDENT-3D34F8D130E7,IBI-3D34F8D130E7,"[""IBI-3D34F8D130E7""]",Penn B16042: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-3D4D157C95CA,IBI-3D4D157C95CA,"[""IBI-3D4D157C95CA""]",Penn B16021: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-3D5237919C52,IBI-3D5237919C52,"[""IBI-3D5237919C52""]",NLI incantation bowl 151 (Ms. Heb. 9467.205),confirmed,1,1,1,4,0,0
IDENT-3D640F2A8374,IBI-3D640F2A8374,"[""IBI-3D640F2A8374""]",MS 2053/236,probable,1,1,1,2,1,1
IDENT-3D6D78A28128,IBI-3D6D78A28128,"[""IBI-3D6D78A28128""]",Penn B16005: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-3D7A2E9EE37B,IBI-3D7A2E9EE37B,"[""IBI-3D7A2E9EE37B""]",Apotropaic index MS2053/270,candidate,1,2,2,0,2,0
IDENT-3D8358A1D0CC,IBI-3D8358A1D0CC,"[""IBI-3D8358A1D0CC""]",Ostracon Ancient Art item 1455520,candidate,1,1,1,5,3,1
IDENT-3DA1CA1060F5,IBI-3DA1CA1060F5,"[""IBI-3DA1CA1060F5""]",Penn B16027: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-3DAA4B38392B,IBI-3DAA4B38392B,"[""IBI-3DAA4B38392B""]",Penn B8834: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-3DD8CC816566,IBI-3DD8CC816566,"[""IBI-3DD8CC816566""]",Penn B16016: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-3DF53470BB36,IBI-3DF53470BB36,"[""IBI-3DF53470BB36""]",NLI incantation bowl 131 (Ms. Heb. 9467.127),confirmed,1,1,1,4,0,0
IDENT-3E0C956BD836,IBI-49D1BAB76E01,"[""IBI-3E0C956BD836"", ""IBI-49D1BAB76E01"", ""IBI-5668DFCF5849""]",CBS 16022,probable,3,3,3,7,2,7
IDENT-3E3DA34C502B,IBI-3E3DA34C502B,"[""IBI-3E3DA34C502B""]",Penn B6363: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-3E712394AF88,IBI-3E712394AF88,"[""IBI-3E712394AF88""]",Penn B16037: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-3E89893C3F16,IBI-3E89893C3F16,"[""IBI-3E89893C3F16""]",HS 3022,probable,1,1,1,2,1,1
IDENT-3E8AE8D72F0E,IBI-3E8AE8D72F0E,"[""IBI-3E8AE8D72F0E""]",Smithsonian NMNH incantation bowl nmnhanthropology_8046133,confirmed,1,1,1,3,3,1
IDENT-3E8AF5F84087,IBI-3E8AF5F84087,"[""IBI-3E8AF5F84087""]",Moussaieff unnumbered A,probable,1,1,1,3,0,0
IDENT-3EA5FDFA2ECA,IBI-3EA5FDFA2ECA,"[""IBI-3EA5FDFA2ECA""]",NLI incantation bowl 29 (Ms. Heb. 9467.114),confirmed,1,1,1,4,0,0
IDENT-3EC203C5BED5,IBI-3EC203C5BED5,"[""IBI-3EC203C5BED5""]",NLI incantation bowl 37 (Ms. Heb. 9467.147),confirmed,1,1,1,4,0,0
IDENT-3F07F2C93A12,IBI-3F07F2C93A12,"[""IBI-3F07F2C93A12""]",Penn B2919: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-3F5236D2F146,IBI-3F5236D2F146,"[""IBI-3F5236D2F146""]",Schøyen MS 2053/92 (context citation),candidate,1,1,1,1,1,1
IDENT-3F577A400110,IBI-3F577A400110,"[""IBI-3F577A400110""]",Apotropaic index N-IV,candidate,1,1,1,0,0,0
IDENT-3F5D2D9C15BE,IBI-3F5D2D9C15BE,"[""IBI-3F5D2D9C15BE""]",NLI incantation bowl 9 (Ms. Heb. 9467.30),confirmed,1,1,1,4,0,0
IDENT-3F8692FF0DFB,IBI-3F8692FF0DFB,"[""IBI-3F8692FF0DFB""]",NLI incantation bowl 33 (Ms. Heb. 9467.130),confirmed,1,1,1,4,0,0
IDENT-3F9E41863B70,IBI-3F9E41863B70,"[""IBI-3F9E41863B70"", ""IBI-4B99D46392D1""]",063A,probable,2,2,2,1,1,0
IDENT-3FA4EDABE5CF,IBI-3FA4EDABE5CF,"[""IBI-3FA4EDABE5CF""]",NLI incantation bowl 162 (Ms. Heb. 9467.51),confirmed,1,1,1,4,0,0
IDENT-3FC24DAEBFE7,IBI-3FC24DAEBFE7,"[""IBI-3FC24DAEBFE7""]",Penn B16050: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-404DAD941844,IBI-404DAD941844,"[""IBI-404DAD941844""]",Schøyen MS 2053/116 (context citation),candidate,1,1,1,1,1,1
IDENT-4056AFBF0AC8,IBI-4056AFBF0AC8,"[""IBI-4056AFBF0AC8""]",M23,probable,1,1,1,3,3,2
IDENT-4097E9918A80,IBI-4097E9918A80,"[""IBI-4097E9918A80""]",Apotropaic index MS2053/231,candidate,1,1,1,0,0,0
IDENT-40A1A8922ED8,IBI-40A1A8922ED8,"[""IBI-40A1A8922ED8""]",Apollo Art Auctions lot 1419 left bowl,candidate,1,1,1,6,1,3
IDENT-40D12FB9110C,IBI-40D12FB9110C,"[""IBI-40D12FB9110C""]",NLI incantation bowl 210 (Ms. Heb. 9467.8),confirmed,1,1,1,4,0,0
IDENT-410A5FE6DE6C,IBI-410A5FE6DE6C,"[""IBI-410A5FE6DE6C""]",Apotropaic index MS1928/47,candidate,1,1,1,0,0,0
IDENT-410C07F078B6,IBI-410C07F078B6,"[""IBI-410C07F078B6""]",Apotropaic index GorL,candidate,1,1,1,0,0,0
IDENT-4128C404FC1B,IBI-4128C404FC1B,"[""IBI-4128C404FC1B""]",Abousamra 2020,probable,1,1,1,1,1,1
IDENT-412E0B1680FB,IBI-C3B04E20C369,"[""IBI-412E0B1680FB"", ""IBI-7202460CF53F"", ""IBI-76DD89B4A04F"", ""IBI-C3B04E20C369""]",CBS 16014,probable,4,4,4,8,2,7
IDENT-413CDC41E1AC,IBI-413CDC41E1AC,"[""IBI-413CDC41E1AC""]",Penn B2974: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-419B3DDFF35E,IBI-419B3DDFF35E,"[""IBI-419B3DDFF35E""]",076M,probable,1,1,1,1,0,0
IDENT-41EA6AEE468A,IBI-41EA6AEE468A,"[""IBI-41EA6AEE468A""]",Penn B2964: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-420DBD126CDB,IBI-420DBD126CDB,"[""IBI-420DBD126CDB""]",NLI incantation bowl 178 (Ms. Heb. 9467.113),confirmed,1,1,1,4,0,0
IDENT-429D6A806F08,IBI-429D6A806F08,"[""IBI-429D6A806F08""]",Apotropaic index MS1927/61,candidate,1,1,1,0,0,0
IDENT-42D1DF350C7A,IBI-42D1DF350C7A,"[""IBI-42D1DF350C7A""]",Apotropaic index CAIB70,candidate,1,1,1,0,0,0
IDENT-4317A627E44F,IBI-4317A627E44F,"[""IBI-4317A627E44F""]",Penn B2981: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-4361DA43DC7F,IBI-4361DA43DC7F,"[""IBI-4361DA43DC7F""]",Apollo catalogue 10068 lot 273 component 2,candidate,1,1,1,3,0,0
IDENT-4388179CF590,IBI-4388179CF590,"[""IBI-4388179CF590"", ""IBI-DB735219142A""]",Yale Babylonian Collection YBC 2393,confirmed,2,2,2,3,1,0
IDENT-43E160643DDF,IBI-43E160643DDF,"[""IBI-43E160643DDF""]",Mumbling Muse item MCG00069,candidate,1,1,1,4,2,1
IDENT-43E5EECA50BC,IBI-43E5EECA50BC,"[""IBI-43E5EECA50BC""]",116M,probable,1,1,1,1,0,0
IDENT-444B0B07BA0E,IBI-444B0B07BA0E,"[""IBI-444B0B07BA0E""]",Apotropaic index GorA,candidate,1,1,1,0,0,0
IDENT-44AFA550086A,IBI-44AFA550086A,"[""IBI-44AFA550086A""]",JBA 114,probable,1,1,1,2,1,1
IDENT-453035C1DDED,IBI-453035C1DDED,"[""IBI-453035C1DDED""]",NLI incantation bowl 68 (Ms. Heb. 9467.12),confirmed,1,1,1,4,0,0
IDENT-45C71B5BE6EC,IBI-45C71B5BE6EC,"[""IBI-45C71B5BE6EC""]",Apotropaic index MS2053/256,candidate,1,1,1,0,0,0
IDENT-45CD59071E6E,IBI-45CD59071E6E,"[""IBI-45CD59071E6E""]",Penn B2962: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-4653681EA3B5,IBI-4653681EA3B5,"[""IBI-4653681EA3B5""]",NLI incantation bowl 182 (Ms. Heb. 9467.129),confirmed,1,1,1,4,0,0
IDENT-46769AB4E6AE,IBI-46769AB4E6AE,"[""IBI-46769AB4E6AE""]",Hilprecht Collection HS 3057,confirmed,1,1,1,4,0,0
IDENT-46C8C30E20BF,IBI-46C8C30E20BF,"[""IBI-46C8C30E20BF""]",Schwab O (Dieulafoy Susiana bowl),probable,1,2,2,2,3,1
IDENT-47578B1D57F0,IBI-47578B1D57F0,"[""IBI-47578B1D57F0"", ""IBI-B5FB2969DB04"", ""IBI-F54E7E649DE1""]",British Museum 91760: incantation bowl,probable,3,4,4,6,2,1
IDENT-47922DD16507,IBI-47922DD16507,"[""IBI-47922DD16507""]",Apotropaic index MS2053/12,candidate,1,1,1,0,0,0
IDENT-47A624FD7A32,IBI-47A624FD7A32,"[""IBI-47A624FD7A32""]",Moriah 2,probable,1,1,1,1,1,1
IDENT-47F7DABCD899,IBI-47F7DABCD899,"[""IBI-47F7DABCD899""]",NLI incantation bowl 20 (Ms. Heb. 9467.77),confirmed,1,1,1,4,0,0
IDENT-4804CC31F58D,IBI-4804CC31F58D,"[""IBI-4804CC31F58D""]",JBA 109,probable,1,1,1,2,1,1
IDENT-4884D32F63D1,IBI-80A2CB091A04,"[""IBI-4884D32F63D1"", ""IBI-80A2CB091A04""]",JBA 31,probable,2,2,2,2,1,1
IDENT-48D2AD086C07,IBI-48D2AD086C07,"[""IBI-48D2AD086C07""]",Penn B16015: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-49279B6480D9,IBI-49279B6480D9,"[""IBI-49279B6480D9""]",British Museum 108823: incantation bowl,probable,1,1,1,3,0,0
IDENT-492EBB1E3508,IBI-492EBB1E3508,"[""IBI-492EBB1E3508""]",101M,probable,1,1,1,1,0,0
IDENT-4949F2DB777F,IBI-4949F2DB777F,"[""IBI-4949F2DB777F""]",Apotropaic index GorK,candidate,1,1,1,0,0,0
IDENT-496A7DF45DE8,IBI-496A7DF45DE8,"[""IBI-496A7DF45DE8""]",Penn B16039: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-49BD92ACF18B,IBI-49BD92ACF18B,"[""IBI-49BD92ACF18B""]",Davidovitz 2,probable,1,1,1,2,3,2
IDENT-49D8C1227586,IBI-49D8C1227586,"[""IBI-49D8C1227586""]",Shaked 2015: 109-110,probable,1,1,1,1,1,1
IDENT-49DD527F5D94,IBI-49DD527F5D94,"[""IBI-49DD527F5D94""]",Apotropaic index MS2053/167,candidate,1,1,1,0,0,0
IDENT-4A088BA7C7FA,IBI-4A088BA7C7FA,"[""IBI-4A088BA7C7FA""]",Apotropaic index CAIB65,candidate,1,1,1,0,0,0
IDENT-4A2F6AC1F208,IBI-4A2F6AC1F208,"[""IBI-4A2F6AC1F208""]",Hilprecht Collection HS 3049,confirmed,1,1,1,4,0,0
IDENT-4AACF1A7FC32,IBI-4AACF1A7FC32,"[""IBI-4AACF1A7FC32""]",British Museum 108824: incantation bowl,probable,1,1,1,3,0,0
IDENT-4AC688F5E515,IBI-E4602FCF2E34,"[""IBI-4AC688F5E515"", ""IBI-A3611322C9BE"", ""IBI-E4602FCF2E34""]",Smelik 1978 Allard Pierson bowl,probable,3,3,3,2,2,2
IDENT-4AE5624CAB18,IBI-4AE5624CAB18,"[""IBI-4AE5624CAB18""]",T 15608,probable,1,1,1,1,1,1
IDENT-4AF7C0A9A49E,IBI-4AF7C0A9A49E,"[""IBI-4AF7C0A9A49E""]",NLI incantation bowl 119 (Ms. Heb. 9467.79),confirmed,1,1,1,4,0,0
IDENT-4B442625658D,IBI-4B442625658D,"[""IBI-4B442625658D""]",Halls Fine Art 2025 lot 27,candidate,1,1,1,6,2,3
IDENT-4B446E8F382A,IBI-4B446E8F382A,"[""IBI-4B446E8F382A""]",Apotropaic index DMb,candidate,1,1,1,0,0,0
IDENT-4B583D2C62F2,IBI-4B583D2C62F2,"[""IBI-4B583D2C62F2""]",Apotropaic index MSFB24,candidate,1,1,1,0,0,0
IDENT-4B613C8F7888,IBI-4B613C8F7888,"[""IBI-4B613C8F7888""]",NLI incantation bowl 185 (Ms. Heb. 9467.141),confirmed,1,1,1,4,0,0
IDENT-4BC0E6C6248A,IBI-4BC0E6C6248A,"[""IBI-4BC0E6C6248A""]",British Museum 91714: incantation bowl,probable,1,1,1,3,0,0
IDENT-4BE4B69AB2D2,IBI-4BE4B69AB2D2,"[""IBI-4BE4B69AB2D2""]","Geller 1976 Wiseman bowl / British Museum 2010,6023.1",probable,1,1,1,6,2,2
IDENT-4C5ECE7D80EA,IBI-4C5ECE7D80EA,"[""IBI-4C5ECE7D80EA""]",Penn B2940: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-4C9716400DD6,IBI-4C9716400DD6,"[""IBI-4C9716400DD6""]",MS 1928/19: Zoroastrian Incantations Against Angra Mainu,probable,1,1,1,6,1,0
IDENT-4CB0DA45A7D0,IBI-4CB0DA45A7D0,"[""IBI-4CB0DA45A7D0""]",British Museum 91733: incantation bowl,probable,1,1,1,3,0,0
IDENT-4CD929F055AE,IBI-4CD929F055AE,"[""IBI-4CD929F055AE""]",Wolf 23,probable,1,1,1,2,2,1
IDENT-4CDAFE6C01A3,IBI-4CDAFE6C01A3,"[""IBI-4CDAFE6C01A3""]",JBA 103,probable,1,1,1,2,1,1
IDENT-4D29382AEC22,IBI-4D29382AEC22,"[""IBI-4D29382AEC22""]",Penn B13194: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-4D4032DE7595,IBI-4D4032DE7595,"[""IBI-4D4032DE7595""]","British Museum 1980,0415.31.g: incantation bowl",probable,1,1,1,3,0,0
IDENT-4D7E8C4473C1,IBI-BF1E6329F91D,"[""IBI-4D7E8C4473C1"", ""IBI-BF1E6329F91D""]",JBA 60,probable,2,2,2,2,1,1
IDENT-4D931CBC1484,IBI-4D931CBC1484,"[""IBI-4D931CBC1484""]",XI-t 5178,probable,1,1,1,1,1,1
IDENT-4DB53DB1F71A,IBI-761FF5C3F057,"[""IBI-4DB53DB1F71A"", ""IBI-761FF5C3F057""]",020A,probable,2,2,2,1,0,0
IDENT-4E0DCBDCC1F2,IBI-90A3DFF32458,"[""IBI-4E0DCBDCC1F2"", ""IBI-90A3DFF32458""]",MS 2053/132,probable,2,2,2,2,1,1
IDENT-4E4BF73700F3,IBI-4E4BF73700F3,"[""IBI-4E4BF73700F3""]",Penn B8696: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-4E8B3D074C8C,IBI-4F8B091D150F,"[""IBI-4E8B3D074C8C"", ""IBI-4F8B091D150F""]",039A,probable,2,2,2,1,0,0
IDENT-4EDC87544CE8,IBI-4EDC87544CE8,"[""IBI-4EDC87544CE8""]",NLI incantation bowl 77 (Ms. Heb. 9467.120),confirmed,1,1,1,4,0,0
IDENT-4F498F59E098,IBI-4F498F59E098,"[""IBI-4F498F59E098""]",IM 76752,probable,1,1,1,2,1,1
IDENT-4F5841D575F1,IBI-4F5841D575F1,"[""IBI-4F5841D575F1""]",IBC 3,probable,1,1,1,3,4,3
IDENT-4F7F8D057CCC,IBI-4F7F8D057CCC,"[""IBI-4F7F8D057CCC""]",Penn B16030: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-4FC91C05B993,IBI-4FC91C05B993,"[""IBI-4FC91C05B993""]",British Museum 91751: incantation bowl,probable,1,1,1,3,0,0
IDENT-4FE7EFCFDFFC,IBI-4FE7EFCFDFFC,"[""IBI-4FE7EFCFDFFC""]",Penn B6334: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-5002143E0DC9,IBI-6C4D8112FFE2,"[""IBI-5002143E0DC9"", ""IBI-6C4D8112FFE2"", ""IBI-8D8C026752CF""]",CBS 16006,probable,3,3,3,7,2,7
IDENT-50F54650C17B,IBI-50F54650C17B,"[""IBI-50F54650C17B""]",NLI incantation bowl 95 (Ms. Heb. 9467.200),confirmed,1,1,1,4,0,0
IDENT-510CFB1AB6F7,IBI-510CFB1AB6F7,"[""IBI-510CFB1AB6F7""]","British Museum 1980,0415.31.d: incantation bowl",probable,1,1,1,3,0,0
IDENT-51396F1F61E4,IBI-F95732BB308E,"[""IBI-51396F1F61E4"", ""IBI-F95732BB308E""]",003A,probable,2,2,2,1,1,0
IDENT-516832F05365,IBI-516832F05365,"[""IBI-516832F05365""]",121Ps,probable,1,1,1,1,0,0
IDENT-51D0CCC0FDC5,IBI-B8D8FA942816,"[""IBI-51D0CCC0FDC5"", ""IBI-6F5058101C90"", ""IBI-B49080BDD117"", ""IBI-B8D8FA942816""]",British Museum 91766: incantation bowl,probable,4,4,5,6,2,1
IDENT-51D534C82D43,IBI-51D534C82D43,"[""IBI-51D534C82D43""]",NLI incantation bowl 31 (Ms. Heb. 9467.122),confirmed,1,1,1,4,0,0
IDENT-51DF61D0E415,IBI-51DF61D0E415,"[""IBI-51DF61D0E415""]",NLI incantation bowl 133 (Ms. Heb. 9467.135),confirmed,1,1,1,4,0,0
IDENT-520283C6D783,IBI-520283C6D783,"[""IBI-520283C6D783""]",Penn B16094: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-522D56F4C3D8,IBI-522D56F4C3D8,"[""IBI-522D56F4C3D8""]",NLI incantation bowl 200 (Ms. Heb. 9467.202),confirmed,1,1,1,4,0,0
IDENT-525DC230A207,IBI-525DC230A207,"[""IBI-525DC230A207""]",Catawiki lot 67027943,candidate,1,1,1,2,1,0
IDENT-52600C3EFC8A,IBI-52600C3EFC8A,"[""IBI-52600C3EFC8A""]",NLI incantation bowl 175 (Ms. Heb. 9467.101),confirmed,1,1,1,4,0,0
IDENT-527704D6B074,IBI-527704D6B074,"[""IBI-527704D6B074"", ""IBI-76FB63CDA695"", ""IBI-974F2B5B0B55""]",CBS 16086,probable,3,3,3,7,2,7
IDENT-52859A699CD5,IBI-52859A699CD5,"[""IBI-52859A699CD5""]",Penn B6353: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-530D2CFECF43,IBI-530D2CFECF43,"[""IBI-530D2CFECF43""]",NLI incantation bowl 207 (Ms. Heb. 9467.3),confirmed,1,1,1,4,0,0
IDENT-5337D0961A00,IBI-5337D0961A00,"[""IBI-5337D0961A00""]","Mandaic bowl for Amkur and his son, Gorea 2003",probable,1,1,1,5,3,6
IDENT-5344FF63115C,IBI-5344FF63115C,"[""IBI-5344FF63115C""]",Penn B16038: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-53A84E600FF4,IBI-53A84E600FF4,"[""IBI-53A84E600FF4""]",Schøyen MS 1927/10 (context citation),candidate,1,1,1,1,1,1
IDENT-53BBE7375CCD,IBI-53BBE7375CCD,"[""IBI-53BBE7375CCD""]",Penn B6355: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-5430A0855D0E,IBI-5430A0855D0E,"[""IBI-5430A0855D0E""]",Nippur 18N18,confirmed,1,1,1,3,1,1
IDENT-54398C1767BE,IBI-54398C1767BE,"[""IBI-54398C1767BE""]",Apotropaic index GorD,candidate,1,1,1,0,0,0
IDENT-544ABA7B7DAA,IBI-544ABA7B7DAA,"[""IBI-544ABA7B7DAA"", ""IBI-5DA6D4C914F4""]",CBS 2941,probable,2,2,2,7,2,7
IDENT-5450D882F4E2,IBI-5450D882F4E2,"[""IBI-5450D882F4E2""]",Penn B16084: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-549372009A48,IBI-549372009A48,"[""IBI-549372009A48""]",Apotropaic index MS2053/123,candidate,1,2,2,0,2,0
IDENT-54CD93D3C03E,IBI-54CD93D3C03E,"[""IBI-54CD93D3C03E""]",NLI incantation bowl 171 (Ms. Heb. 9467.85),confirmed,1,1,1,4,0,0
IDENT-54F1E266EBCC,IBI-54F1E266EBCC,"[""IBI-54F1E266EBCC""]",Johns Hopkins Archaeological Museum 4 N 161,probable,1,1,1,3,0,0
IDENT-5513BF033E74,IBI-5513BF033E74,"[""IBI-5513BF033E74""]",Apotropaic index AMBB2,candidate,1,1,1,0,0,0
IDENT-555795C53961,IBI-555795C53961,"[""IBI-555795C53961""]",Catawiki lot 52757191,candidate,1,1,1,3,0,0
IDENT-555D2CF45684,IBI-555D2CF45684,"[""IBI-555D2CF45684""]",Met 86.11.260: Incantation bowl with pseudo-Aramaic inscription,probable,1,1,1,7,0,2
IDENT-55769FD589D6,IBI-55769FD589D6,"[""IBI-55769FD589D6""]",Apotropaic index Mous103,candidate,1,1,1,0,0,0
IDENT-558CF7614F99,IBI-EAC93F99B3EE,"[""IBI-558CF7614F99"", ""IBI-EAC93F99B3EE""]",068A,probable,2,2,2,1,0,0
IDENT-5592B06397E2,IBI-5592B06397E2,"[""IBI-5592B06397E2""]",Penn B16068: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-559FAD73616B,IBI-559FAD73616B,"[""IBI-559FAD73616B""]",Penn B16080: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-5632A258703A,IBI-5632A258703A,"[""IBI-5632A258703A""]",IM 56544,probable,1,1,1,2,1,1
IDENT-564F562C76B3,IBI-564F562C76B3,"[""IBI-564F562C76B3""]",NLI incantation bowl 116 (Ms. Heb. 9467.67),confirmed,1,1,1,4,0,0
IDENT-56796E0EB0E2,IBI-56796E0EB0E2,"[""IBI-56796E0EB0E2"", ""IBI-9864B55DD2CF""]",HS 3005,probable,2,1,2,2,1,1
IDENT-5697CFCCA6A5,IBI-5697CFCCA6A5,"[""IBI-5697CFCCA6A5""]",M 059,probable,1,1,1,2,1,1
IDENT-56B449534A9B,IBI-56B449534A9B,"[""IBI-56B449534A9B""]",Penn B13195: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-56C0FBBB8E70,IBI-56C0FBBB8E70,"[""IBI-56C0FBBB8E70""]",British Museum 103355: incantation bowl,probable,1,1,1,3,0,0
IDENT-56CB143F21AA,IBI-56CB143F21AA,"[""IBI-56CB143F21AA""]","JNL Heb 4, 6079",probable,1,1,1,2,2,2
IDENT-579F6C01A9C9,IBI-579F6C01A9C9,"[""IBI-579F6C01A9C9""]",InscriptiFact dataset 15260334,candidate,1,1,1,4,0,0
IDENT-57DA11BFD44F,IBI-57DA11BFD44F,"[""IBI-57DA11BFD44F""]",NLI incantation bowl 11 (Ms. Heb. 9467.41),confirmed,1,1,1,4,0,0
