identity_id,canonical_object_id,member_ids,display_name,record_status,member_count,source_count,appearance_count,completeness_score,content_completeness,reading_score
IDENT-1BCA06F4C6A3,IBI-1BCA06F4C6A3,"[""IBI-1BCA06F4C6A3""]",NLI incantation bowl 193 (Ms. Heb. 9467.174),confirmed,1,1,1,4,0,0
IDENT-1C15BCD14440,IBI-1C15BCD14440,"[""IBI-1C15BCD14440""]",Penn 85-48-912: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-1C2970E1B571,IBI-1C2970E1B571,"[""IBI-1C2970E1B571""]",British Museum 103358: incantation bowl,probable,1,1,1,3,0,0
IDENT-1C2EB1600C9F,IBI-1C2EB1600C9F,"[""IBI-1C2EB1600C9F""]",British Museum 138177: incantation bowl,probable,1,1,1,3,0,0
IDENT-1C5D8BAE830D,IBI-1C5D8BAE830D,"[""IBI-1C5D8BAE830D""]",Penn B16013: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-1D51C8E225EE,IBI-1D51C8E225EE,"[""IBI-1D51C8E225EE""]",Apotropaic index Mous155,candidate,1,1,1,0,0,0
IDENT-1D5DB3452BB5,IBI-1D5DB3452BB5,"[""IBI-1D5DB3452BB5""]",British Museum 91748: incantation bowl,probable,1,1,1,3,0,0
IDENT-1D6F5E86F410,IBI-1D6F5E86F410,"[""IBI-1D6F5E86F410""]",Apotropaic index MS2053/213,candidate,1,2,2,0,2,0
IDENT-1D7983945634,IBI-1D7983945634,"[""IBI-1D7983945634""]",Apotropaic index MNdAO2,candidate,1,1,1,0,0,0
IDENT-1D8AC86E0520,IBI-1D8AC86E0520,"[""IBI-1D8AC86E0520""]",British Museum 117876: incantation bowl,probable,1,1,1,3,0,0
IDENT-1DBFD17467EE,IBI-1DBFD17467EE,"[""IBI-1DBFD17467EE""]",093M,probable,1,1,1,1,0,0
IDENT-1DEFEF3EB62A,IBI-1DEFEF3EB62A,"[""IBI-1DEFEF3EB62A""]",Penn B9006: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-1E5A77A38A23,IBI-1E5A77A38A23,"[""IBI-1E5A77A38A23""]",Freeman's sale 6402 lot 114,candidate,1,1,1,6,0,2
IDENT-1E618ED8E0A9,IBI-1E618ED8E0A9,"[""IBI-1E618ED8E0A9""]",Penn B16003: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-1E6CB815A56E,IBI-1E6CB815A56E,"[""IBI-1E6CB815A56E""]",British Museum 136205: incantation bowl,probable,1,1,1,3,0,0
IDENT-1E8BC06AF3C4,IBI-1E8BC06AF3C4,"[""IBI-1E8BC06AF3C4""]",JNF 149,probable,1,1,1,1,2,1
IDENT-1E9210B570BC,IBI-1E9210B570BC,"[""IBI-1E9210B570BC""]",Apotropaic index MS2053/184,candidate,1,1,1,0,1,0
IDENT-1EBF3D398990,IBI-1EBF3D398990,"[""IBI-1EBF3D398990""]",Apollo catalogue 10068 lot 273 component 1,candidate,1,1,1,3,0,0
IDENT-1F104D5164E8,IBI-1F104D5164E8,"[""IBI-1F104D5164E8""]",British Museum 91721: incantation bowl,probable,1,1,1,3,0,0
IDENT-1F14B48CC1F9,IBI-1F14B48CC1F9,"[""IBI-1F14B48CC1F9""]",Apotropaic index MS2053/151,candidate,1,1,1,0,0,0
IDENT-1F55D319D973,IBI-1F55D319D973,"[""IBI-1F55D319D973""]",Setdart 2024 lot 84 Byzantine incantation bowl,candidate,1,1,1,5,1,2
IDENT-1FE3CC239841,IBI-1FE3CC239841,"[""IBI-1FE3CC239841""]",Apotropaic index IM114980,candidate,1,1,1,0,0,0
IDENT-2037A36226CB,IBI-2037A36226CB,"[""IBI-2037A36226CB"", ""IBI-C757E352890A""]",016A,probable,2,2,2,1,1,0
IDENT-20892526C235,IBI-20892526C235,"[""IBI-20892526C235""]",NLI incantation bowl 125 (Ms. Heb. 9467.103),confirmed,1,1,1,3,0,0
IDENT-208EC97C9987,IBI-208EC97C9987,"[""IBI-208EC97C9987""]",M25,probable,1,1,1,3,0,0
IDENT-20A53178A58B,IBI-79CB88572315,"[""IBI-20A53178A58B"", ""IBI-79CB88572315""]",LiveAuctioneers item 232753117,candidate,2,1,2,5,2,1
IDENT-214D07893EE2,IBI-214D07893EE2,"[""IBI-214D07893EE2""]",JNF 124,probable,1,1,1,1,1,1
IDENT-218DE1BE8204,IBI-218DE1BE8204,"[""IBI-218DE1BE8204""]",NLI incantation bowl 80 (Ms. Heb. 9467.140),confirmed,1,1,1,4,0,0
IDENT-21905513ABB4,IBI-21905513ABB4,"[""IBI-21905513ABB4""]",NLI incantation bowl 201 (Ms. Heb. 9467.206),confirmed,1,1,1,4,0,0
IDENT-21A82C18C677,IBI-21A82C18C677,"[""IBI-21A82C18C677""]",British Museum 91759: incantation bowl,probable,1,1,1,3,0,0
IDENT-21AC145272C3,IBI-A5EA35FED093,"[""IBI-21AC145272C3"", ""IBI-A5EA35FED093""]",055A,probable,2,2,2,1,1,0
IDENT-21B455AEA105,IBI-21B455AEA105,"[""IBI-21B455AEA105""]",Penn B6351: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-21B5ECDA71C3,IBI-21B5ECDA71C3,"[""IBI-21B5ECDA71C3"", ""IBI-220D24A5C807"", ""IBI-96F3DBB22B61""]",MS 1928/8,probable,3,4,4,2,5,3
IDENT-21BB929F927B,IBI-B4FBA6461813,"[""IBI-21BB929F927B"", ""IBI-B4FBA6461813"", ""IBI-B57A039113F9""]",British Museum 113189 (Segal 139P),confirmed,3,3,3,7,3,1
IDENT-21C43CC67547,IBI-21C43CC67547,"[""IBI-21C43CC67547""]",Apotropaic index MS2053/200,candidate,1,1,1,0,0,0
IDENT-21CC875A95F0,IBI-21CC875A95F0,"[""IBI-21CC875A95F0""]",NLI incantation bowl 1 (Ms. Heb. 9467.207),confirmed,1,1,1,4,0,0
IDENT-21F04F566A66,IBI-21F04F566A66,"[""IBI-21F04F566A66""]",Nippur 18N20,confirmed,1,1,1,3,1,1
IDENT-21F8CFF83258,IBI-21F8CFF83258,"[""IBI-21F8CFF83258""]",Penn B2966: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-220BCFC0023F,IBI-220BCFC0023F,"[""IBI-220BCFC0023F""]",Schøyen MS 2053/218 (context citation),candidate,1,1,1,1,1,1
IDENT-223C8B15FFAD,IBI-41EF9D3D3B97,"[""IBI-223C8B15FFAD"", ""IBI-2B02110E6106"", ""IBI-41EF9D3D3B97""]",CAMIB 41,probable,3,3,3,2,1,1
IDENT-2240A84876B0,IBI-2240A84876B0,"[""IBI-2240A84876B0"", ""IBI-F2F158C0F5DD""]",JBA 10,probable,2,2,2,2,1,1
IDENT-2302CEAE11AF,IBI-5CB5A9A5E46E,"[""IBI-2302CEAE11AF"", ""IBI-4C528E17D444"", ""IBI-5CB5A9A5E46E""]",CBS 16055,probable,3,3,3,7,2,7
IDENT-232209BCB4D0,IBI-232209BCB4D0,"[""IBI-232209BCB4D0""]",NLI incantation bowl 167 (Ms. Heb. 9467.70),confirmed,1,1,1,4,0,0
IDENT-232C781BAEC5,IBI-232C781BAEC5,"[""IBI-232C781BAEC5""]",Penn B2939: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-2330422E45D9,IBI-2330422E45D9,"[""IBI-2330422E45D9""]",Deutsch Auction 69 Bidspirit record 87924,candidate,1,1,1,4,1,0
IDENT-2344C3FF52B5,IBI-2344C3FF52B5,"[""IBI-2344C3FF52B5""]",Apotropaic index MS2053/273,candidate,1,1,1,0,0,0
IDENT-23A7F361C52B,IBI-23A7F361C52B,"[""IBI-23A7F361C52B""]",NLI incantation bowl 25 (Ms. Heb. 9467.98),confirmed,1,1,1,4,0,0
IDENT-23A83B02203D,IBI-23A83B02203D,"[""IBI-23A83B02203D""]",Schøyen MS 2053/168 (context citation),candidate,1,1,1,1,1,1
IDENT-23F08045C39F,IBI-23F08045C39F,"[""IBI-23F08045C39F""]",British Museum 91750: incantation bowl,probable,1,1,1,3,0,0
IDENT-2422A6BE70E3,IBI-E10F6716C2C1,"[""IBI-2422A6BE70E3"", ""IBI-E10F6716C2C1"", ""IBI-F00ACFE82A97""]",CBS 16019,probable,3,3,3,7,2,2
IDENT-24554F13A378,IBI-E654464B246D,"[""IBI-24554F13A378"", ""IBI-BD3D78FADE4F"", ""IBI-E654464B246D""]",British Museum 91723: incantation bowl; lid,probable,3,4,4,6,2,1
IDENT-24674D1820C6,IBI-E135C0EA9CED,"[""IBI-24674D1820C6"", ""IBI-84068198E4A7"", ""IBI-B3F953DD9F79"", ""IBI-E135C0EA9CED""]",CBS 2952,probable,4,4,4,7,3,8
IDENT-24806B38E295,IBI-24806B38E295,"[""IBI-24806B38E295""]",Apotropaic index MSFB23,candidate,1,1,1,0,0,0
IDENT-249B4166F00F,IBI-249B4166F00F,"[""IBI-249B4166F00F""]",T27993,probable,1,1,1,2,0,0
IDENT-24A6C8270E2E,IBI-24A6C8270E2E,"[""IBI-24A6C8270E2E""]",Penn B2931: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-24A9556799DE,IBI-24A9556799DE,"[""IBI-24A9556799DE""]",Penn B8824: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-24ACB7015795,IBI-24ACB7015795,"[""IBI-24ACB7015795""]",Apotropaic index MS2053/61,candidate,1,1,1,0,0,0
IDENT-2548E38191DB,IBI-2548E38191DB,"[""IBI-2548E38191DB""]",Penn B16067: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-25B551BD0779,IBI-25B551BD0779,"[""IBI-25B551BD0779"", ""IBI-A7984F33DE55""]",Iraq Museum 114981 / Nippur 18N19,confirmed,2,2,2,6,3,2
IDENT-25BCE95A8261,IBI-25BCE95A8261,"[""IBI-25BCE95A8261""]",Penn B16035: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-2607A944A606,IBI-2607A944A606,"[""IBI-2607A944A606""]",099M,probable,1,1,1,1,0,0
IDENT-260D4E5E5F7D,IBI-260D4E5E5F7D,"[""IBI-260D4E5E5F7D""]",InscriptiFact dataset 15260313,candidate,1,1,1,4,0,0
IDENT-2615F285A3AD,IBI-2615F285A3AD,"[""IBI-2615F285A3AD""]",British Museum 91707: incantation bowl,probable,1,1,1,3,0,0
IDENT-2686C627CD27,IBI-2686C627CD27,"[""IBI-2686C627CD27""]",InscriptiFact dataset 15260312,candidate,1,1,1,4,0,0
IDENT-26A16977EC0F,IBI-26A16977EC0F,"[""IBI-26A16977EC0F""]",Catawiki 2022 lot 60577753 pseudo-Mandaic bowl,candidate,1,1,1,5,1,2
IDENT-26BDEA55EA1E,IBI-26BDEA55EA1E,"[""IBI-26BDEA55EA1E"", ""IBI-541CBE3771BC"", ""IBI-BF9F49A67008""]",CBS 16054,probable,3,3,3,6,2,2
IDENT-2728C7DFE378,IBI-2728C7DFE378,"[""IBI-2728C7DFE378""]",Apotropaic index Mous101,candidate,1,1,1,0,0,0
IDENT-272A802952A9,IBI-272A802952A9,"[""IBI-272A802952A9""]",NLI incantation bowl 159 (Ms. Heb. 9467.39),confirmed,1,1,1,4,0,0
IDENT-274C504D8B36,IBI-274C504D8B36,"[""IBI-274C504D8B36""]",Penn B16040: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-277022EB0397,IBI-277022EB0397,"[""IBI-277022EB0397""]",Penn B16066: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-278C08BF8836,IBI-278C08BF8836,"[""IBI-278C08BF8836""]",Met 32.150.90: Incantation bowl with Aramaic inscription,probable,1,1,1,7,0,2
IDENT-278D34D3829E,IBI-278D34D3829E,"[""IBI-278D34D3829E""]",NLI incantation bowl 47 (Ms. Heb. 9467.187),confirmed,1,1,1,4,0,0
IDENT-27C6D6615AA5,IBI-27C6D6615AA5,"[""IBI-27C6D6615AA5"", ""IBI-593FD3B153CF""]",045A,probable,2,2,2,1,0,0
IDENT-27E625F08E90,IBI-D8C1FFD3FBED,"[""IBI-27E625F08E90"", ""IBI-2BC68A5CB28B"", ""IBI-9548EB8935E2"", ""IBI-A7A540CDFF87"", ""IBI-D8C1FFD3FBED""]",CAMIB 26,probable,5,3,5,2,1,1
IDENT-27E9F3EE0B7E,IBI-27E9F3EE0B7E,"[""IBI-27E9F3EE0B7E""]",Schøyen MS 2053/24 (context citation),candidate,1,1,1,1,1,1
IDENT-283FD9063B32,IBI-7B5FC6F7A0FA,"[""IBI-283FD9063B32"", ""IBI-66ED0C90B161"", ""IBI-77AF26949E80"", ""IBI-7B5FC6F7A0FA""]",British Museum 91726: incantation bowl,probable,4,4,5,6,2,1
IDENT-284FC36562FD,IBI-284FC36562FD,"[""IBI-284FC36562FD""]",Penn B16060: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-288831B6B43D,IBI-288831B6B43D,"[""IBI-288831B6B43D""]",British Museum 113186: incantation bowl,probable,1,1,1,3,0,0
IDENT-28AFCD028373,IBI-28AFCD028373,"[""IBI-28AFCD028373"", ""IBI-39B896F4912E"", ""IBI-3AAD60BB880F"", ""IBI-A8F08173BB65""]",CBS 2963,probable,4,4,4,7,3,8
IDENT-28C0A68E5312,IBI-28C0A68E5312,"[""IBI-28C0A68E5312""]",Apotropaic index GorG,candidate,1,1,1,0,0,0
IDENT-28C98DC174AB,IBI-28C98DC174AB,"[""IBI-28C98DC174AB""]",Penn B2959: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-28CCB551F9CE,IBI-28CCB551F9CE,"[""IBI-28CCB551F9CE""]",Penn 85-48-953: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-28F0AB8A316E,IBI-28F0AB8A316E,"[""IBI-28F0AB8A316E""]",NLI incantation bowl 129 (Ms. Heb. 9467.119),confirmed,1,1,1,4,0,0
IDENT-2953DC605502,IBI-2953DC605502,"[""IBI-2953DC605502""]",British Museum 91735: incantation bowl,probable,1,1,1,3,0,0
IDENT-29B9C18F60AD,IBI-29B9C18F60AD,"[""IBI-29B9C18F60AD""]",NLI incantation bowl 136 (Ms. Heb. 9467.146),confirmed,1,1,1,4,0,0
IDENT-29C586400FE7,IBI-29C586400FE7,"[""IBI-29C586400FE7""]",Penn B2986: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-29E94E57E9AB,IBI-29E94E57E9AB,"[""IBI-29E94E57E9AB""]",Penn B313: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-2A02096BEF0D,IBI-2A02096BEF0D,"[""IBI-2A02096BEF0D""]",Penn B2979: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-2A492AE90AFC,IBI-2A492AE90AFC,"[""IBI-2A492AE90AFC""]",Penn B6337: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-2A62E7C24655,IBI-2A62E7C24655,"[""IBI-2A62E7C24655""]",Penn B16078: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-2AC4F65B8B41,IBI-2AC4F65B8B41,"[""IBI-2AC4F65B8B41""]",Apotropaic index JMLB,candidate,1,1,1,0,0,0
IDENT-2AD309D00BD8,IBI-2AD309D00BD8,"[""IBI-2AD309D00BD8""]",Penn B9007: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-2AF0C10043BB,IBI-2AF0C10043BB,"[""IBI-2AF0C10043BB"", ""IBI-82E0C40BE6C7"", ""IBI-D45A13DA10F5""]",British Museum 91755: incantation bowl,probable,3,4,4,6,2,1
IDENT-2B3A9FEDF6B6,IBI-2B3A9FEDF6B6,"[""IBI-2B3A9FEDF6B6""]",136Ps,probable,1,1,1,1,0,0
IDENT-2B41E81A39DC,IBI-2B41E81A39DC,"[""IBI-2B41E81A39DC""]",Penn B6340: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-2C29F83F15B7,IBI-2C29F83F15B7,"[""IBI-2C29F83F15B7""]",NLI incantation bowl 101 (Ms. Heb. 9467.92),confirmed,1,1,1,4,0,0
IDENT-2C4A68905E21,IBI-DEDC98D3F366,"[""IBI-2C4A68905E21"", ""IBI-87CCB1D1D1FC"", ""IBI-DEDC98D3F366"", ""IBI-FAA4FDD745DD""]",CBS 2920,probable,4,4,4,7,3,8
IDENT-2C7E81F0BF57,IBI-2C7E81F0BF57,"[""IBI-2C7E81F0BF57""]",Penn B2930: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-2CD9170DA696,IBI-88103E2EB680,"[""IBI-2CD9170DA696"", ""IBI-88103E2EB680"", ""IBI-FE336AFE73F5""]",CBS 8694,probable,3,3,3,7,2,7
IDENT-2D00C224051D,IBI-2D00C224051D,"[""IBI-2D00C224051D""]",NLI incantation bowl 142 (Ms. Heb. 9467.169),confirmed,1,1,1,4,0,0
IDENT-2D03029F6DEE,IBI-B54D497CC676,"[""IBI-2D03029F6DEE"", ""IBI-457F94914353"", ""IBI-B54D497CC676""]",CBS 9010,probable,3,3,3,7,2,7
IDENT-2D3CCB46C922,IBI-2D3CCB46C922,"[""IBI-2D3CCB46C922""]",Penn B2965: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-2D5171E717C9,IBI-2D5171E717C9,"[""IBI-2D5171E717C9""]",Penn B16074: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-2D80EA4F1D86,IBI-2D80EA4F1D86,"[""IBI-2D80EA4F1D86"", ""IBI-9B8F241403D7""]",008A,probable,2,2,2,1,1,0
IDENT-2D89F1AE8B4E,IBI-2D89F1AE8B4E,"[""IBI-2D89F1AE8B4E""]",Penn B2927: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-2DB1150EAABF,IBI-2DB1150EAABF,"[""IBI-2DB1150EAABF"", ""IBI-9DD46C157766""]",056A,probable,2,2,2,1,1,0
IDENT-2DC78044BAB0,IBI-2DC78044BAB0,"[""IBI-2DC78044BAB0""]",Penn B2942: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-2DD01E4AEBAA,IBI-2DD01E4AEBAA,"[""IBI-2DD01E4AEBAA""]",Penn B16046: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-2DE111D82FEB,IBI-2DE111D82FEB,"[""IBI-2DE111D82FEB""]",Penn B6350: Hebrew Bowl Sherd,candidate,1,1,1,3,0,2
IDENT-2E2B0585326F,IBI-601F54AC3BA6,"[""IBI-2E2B0585326F"", ""IBI-601F54AC3BA6""]",075A,probable,2,2,2,1,1,0
IDENT-2E43BB30FC0D,IBI-6F82CB1B2935,"[""IBI-2E43BB30FC0D"", ""IBI-6F82CB1B2935""]",047A,probable,2,2,2,1,1,0
IDENT-2E9271010AE9,IBI-950537E68315,"[""IBI-2E9271010AE9"", ""IBI-950537E68315"", ""IBI-C237D8E8489F"", ""IBI-D177CA9271FD""]",British Museum 127396 (Segal 021A),confirmed,4,4,4,6,4,2
IDENT-2EDA3F0CC8FF,IBI-2EDA3F0CC8FF,"[""IBI-2EDA3F0CC8FF""]",NLI incantation bowl 188 (Ms. Heb. 9467.154),confirmed,1,1,1,4,0,0
IDENT-2EED9438395D,IBI-2EED9438395D,"[""IBI-2EED9438395D""]",Penn B16032: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-2F518E039625,IBI-6E087B8C539F,"[""IBI-2F518E039625"", ""IBI-5C86F6265738"", ""IBI-6E087B8C539F""]",CBS 16097,probable,3,3,3,8,2,7
IDENT-2F865119B495,IBI-2F865119B495,"[""IBI-2F865119B495""]",Velyki Kuchugury Arabic magic bowl,probable,1,1,1,2,0,0
IDENT-2F9603FC2573,IBI-2F9603FC2573,"[""IBI-2F9603FC2573""]",129Ps,probable,1,1,1,1,0,0
IDENT-2FBE00255815,IBI-748B22D39260,"[""IBI-2FBE00255815"", ""IBI-748B22D39260"", ""IBI-DEA42CB64B86""]",British Museum 91719: incantation bowl,probable,3,4,4,6,3,2
IDENT-2FE301CE0700,IBI-2FE301CE0700,"[""IBI-2FE301CE0700""]",NLI incantation bowl 26 (Ms. Heb. 9467.102),confirmed,1,1,1,4,0,0
IDENT-2FFC9FF8236D,IBI-2FFC9FF8236D,"[""IBI-2FFC9FF8236D""]",Penn B9011: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-302745C14252,IBI-302745C14252,"[""IBI-302745C14252""]",British Museum 139523: incantation bowl,probable,1,1,1,3,0,0
IDENT-303D33EE1BE4,IBI-7895CC72B849,"[""IBI-303D33EE1BE4"", ""IBI-7895CC72B849""]",State Hermitage Museum S-448,confirmed,2,2,2,2,1,1
IDENT-3044FDEF415D,IBI-3044FDEF415D,"[""IBI-3044FDEF415D""]",British Museum 91739: incantation bowl; lid,probable,1,1,1,3,0,0
IDENT-304663B8D76A,IBI-304663B8D76A,"[""IBI-304663B8D76A""]",NLI incantation bowl 63 (Ms. Heb. 9467.44),confirmed,1,1,1,4,0,0
IDENT-307462D3FF1E,IBI-307462D3FF1E,"[""IBI-307462D3FF1E"", ""IBI-B3655A59BF77""]",054A,probable,2,2,2,1,1,0
IDENT-3077C088CF69,IBI-3077C088CF69,"[""IBI-3077C088CF69""]",AMB 13,probable,1,1,1,1,1,1
IDENT-30ADFE79BF8F,IBI-30ADFE79BF8F,"[""IBI-30ADFE79BF8F""]",Penn B2967: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-30B4E8189C7A,IBI-BDCC7E804E77,"[""IBI-30B4E8189C7A"", ""IBI-BDCC7E804E77"", ""IBI-CD52D742D131""]",British Museum 127395: incantation bowl,probable,3,4,4,6,3,2
IDENT-30CBF5B8E3C2,IBI-30CBF5B8E3C2,"[""IBI-30CBF5B8E3C2""]",102M,probable,1,1,1,1,0,0
IDENT-30FB7BC72D53,IBI-30FB7BC72D53,"[""IBI-30FB7BC72D53""]",NLI incantation bowl 126 (Ms. Heb. 9467.107),confirmed,1,1,1,4,0,0
IDENT-310095C53E06,IBI-325647D3DF8D,"[""IBI-310095C53E06"", ""IBI-325647D3DF8D"", ""IBI-A3C9CD6A584F""]",CBS 2972 [Montgomery text 28],probable,3,3,3,7,2,7
IDENT-3132F3F8C7D4,IBI-3132F3F8C7D4,"[""IBI-3132F3F8C7D4""]",NLI Klagsbald donation component 4,candidate,1,1,1,2,0,0
IDENT-31618FC3F7AF,IBI-31618FC3F7AF,"[""IBI-31618FC3F7AF""]",Archaeological Center Auction 57 lot 442,candidate,1,1,1,5,2,1
IDENT-3180DEB24604,IBI-3180DEB24604,"[""IBI-3180DEB24604""]",Schøyen MS 2053/14 (context citation),candidate,1,1,1,1,1,1
IDENT-3192995163A4,IBI-3192995163A4,"[""IBI-3192995163A4""]",Nippur 18N98,confirmed,1,1,1,3,2,1
IDENT-319F3DE276D8,IBI-CF7556423B9D,"[""IBI-319F3DE276D8"", ""IBI-691D04D6C1D1"", ""IBI-CF7556423B9D"", ""IBI-EE139B7E7FDB""]",CBS 16017,probable,4,4,4,7,3,8
IDENT-31C352BFECD2,IBI-31C352BFECD2,"[""IBI-31C352BFECD2"", ""IBI-381873493558""]",060A,probable,2,2,2,1,1,0
IDENT-31C3A4F59439,IBI-31C3A4F59439,"[""IBI-31C3A4F59439""]",Isbell 51,probable,1,1,1,1,1,1
IDENT-3215D0FCF59D,IBI-3215D0FCF59D,"[""IBI-3215D0FCF59D""]",NLI incantation bowl 78 (Ms. Heb. 9467.132),confirmed,1,1,1,4,0,0
IDENT-322709A42431,IBI-322709A42431,"[""IBI-322709A42431""]",Penn B2351: Sherd,candidate,1,1,1,3,0,2
IDENT-3264A74D6009,IBI-3264A74D6009,"[""IBI-3264A74D6009""]",Penn B16058: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-329D7C137A72,IBI-329D7C137A72,"[""IBI-329D7C137A72"", ""IBI-4A609BF869D2"", ""IBI-F3A1502F1715""]",British Museum 91713: incantation bowl,probable,3,4,4,6,1,0
IDENT-32E80C06D6CC,IBI-D8319A094023,"[""IBI-32E80C06D6CC"", ""IBI-912F8F881E20"", ""IBI-D8319A094023""]",CBS 16096,probable,3,3,3,7,2,7
IDENT-32F8164EAC5E,IBI-32F8164EAC5E,"[""IBI-32F8164EAC5E"", ""IBI-53CF771EE2FA"", ""IBI-B1DFAA8ED8D6""]",British Museum 91720: incantation bowl,probable,3,4,4,6,2,1
IDENT-3302F57D7AE1,IBI-84F6B8FD30B3,"[""IBI-3302F57D7AE1"", ""IBI-84F6B8FD30B3"", ""IBI-E179BADB3761""]",CBS 16018 [Montgomery text 19],probable,3,3,3,8,2,7
IDENT-3322C751E92E,IBI-44BC3FE36601,"[""IBI-3322C751E92E"", ""IBI-44BC3FE36601"", ""IBI-F4BAF2DE2A59""]",CBS 2943,probable,3,3,3,8,2,7
IDENT-333CFA8C8FBF,IBI-333CFA8C8FBF,"[""IBI-333CFA8C8FBF""]",Penn 85-48-916: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-33600DDBE0D9,IBI-33600DDBE0D9,"[""IBI-33600DDBE0D9"", ""IBI-5125DDCA6985""]",NLI incantation bowl 139 (Ms. Heb. 9467.157),confirmed,2,2,2,5,1,3
IDENT-336EFF7DA93C,IBI-AC196693433D,"[""IBI-336EFF7DA93C"", ""IBI-AC196693433D""]",British Museum 91715: incantation bowl,probable,2,2,2,4,0,0
IDENT-3389670D4355,IBI-3389670D4355,"[""IBI-3389670D4355""]",Apotropaic index AMBB5,candidate,1,1,1,0,0,0
IDENT-33ACFC312B22,IBI-33ACFC312B22,"[""IBI-33ACFC312B22""]",British Museum 91738: incantation bowl,probable,1,1,1,3,0,0
IDENT-33C9806531BF,IBI-B860E80111E3,"[""IBI-33C9806531BF"", ""IBI-917276249B87"", ""IBI-AE7EC914E754"", ""IBI-B860E80111E3"", ""IBI-F5189CBA8227""]",Penn Museum CBS 2923 / B2923,confirmed,5,5,5,7,5,10
IDENT-33E209FF5B86,IBI-33E209FF5B86,"[""IBI-33E209FF5B86""]",NLI incantation bowl 51 (Ms. Heb. 9467.203),confirmed,1,1,1,3,0,0
IDENT-34A1296673D3,IBI-34A1296673D3,"[""IBI-34A1296673D3""]",Penn B2921: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-34BA7D7EBB71,IBI-C6D59D673FF8,"[""IBI-34BA7D7EBB71"", ""IBI-C6D59D673FF8""]",029A,probable,2,2,2,1,1,0
IDENT-34E5A43D4611,IBI-34E5A43D4611,"[""IBI-34E5A43D4611""]",Gorea 2003 B2,probable,1,1,1,2,2,2
IDENT-356AD7EE0473,IBI-356AD7EE0473,"[""IBI-356AD7EE0473""]",Kelsey Museum KM 33756,confirmed,1,1,1,6,1,1
IDENT-358AAAF4ED2B,IBI-358AAAF4ED2B,"[""IBI-358AAAF4ED2B""]",SD 34,probable,1,1,1,1,1,1
IDENT-35C11EAAE713,IBI-35C11EAAE713,"[""IBI-35C11EAAE713"", ""IBI-84A0257C12CF""]",049A,probable,2,2,2,1,1,0
IDENT-35CD0E04D7E6,IBI-35CD0E04D7E6,"[""IBI-35CD0E04D7E6""]",InscriptiFact dataset 110214183,candidate,1,1,1,4,0,0
IDENT-35F76F0F9D47,IBI-35F76F0F9D47,"[""IBI-35F76F0F9D47"", ""IBI-5B31D5318EAC""]",025A,probable,2,2,2,1,1,0
IDENT-35FC1833A65E,IBI-35FC1833A65E,"[""IBI-35FC1833A65E""]",Penn B16048: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-360CFBBCC321,IBI-360CFBBCC321,"[""IBI-360CFBBCC321""]",Penn B8700: Hebrew Bowl,candidate,1,1,1,3,0,2
IDENT-362D2E1D6E03,IBI-362D2E1D6E03,"[""IBI-362D2E1D6E03"", ""IBI-5C74E556D20C""]",Harviainen Borsippa bowl (BOR),probable,2,2,2,2,0,0
IDENT-364CBA12A40B,IBI-364CBA12A40B,"[""IBI-364CBA12A40B""]",112M,probable,1,1,1,1,0,0
