id,label,object_type,record_status,authenticity
IBI-CE60AE62CE7E,Apotropaic index AIT24,uncertain,candidate,unassessed
IBI-CE71062156DD,Penn B2915: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-CE7F7986BF7F,NLI incantation bowl 89 (Ms. Heb. 9467.176),whole_bowl,confirmed,unassessed
IBI-CEC11D2DBB44,CBS 8695,whole_bowl,probable,accepted
IBI-CEC9D1941144,British Museum 117873: incantation bowl,whole_bowl,probable,unassessed
IBI-CEEF8D572150,NLI incantation bowl 96 (Ms. Heb. 9467.204),whole_bowl,confirmed,unassessed
IBI-CF2E762AEBC7,"British Museum 1980,0415.31.m: incantation bowl",whole_bowl,probable,unassessed
IBI-CF443CC232B9,Met 32.150.89: Incantation bowl with Mandaic inscription,whole_bowl,probable,accepted
IBI-CF57D0BC40F5,NLI incantation bowl 122 (Ms. Heb. 9467.91),whole_bowl,confirmed,unassessed
IBI-CF631FD80A2E,CBS 16101,whole_bowl,probable,accepted
IBI-CF7556423B9D,CBS 16017,whole_bowl,probable,accepted
IBI-CF9476A6E303,037A,whole_bowl,probable,accepted
IBI-CFA7B8B35672,Schøyen MS 2053/246 (context citation),uncertain,candidate,unassessed
IBI-CFB0EFC807F9,Penn B2984: Hebrew Bowl,fragment,candidate,unassessed
IBI-CFBE7C2A87F5,NLI incantation bowl 44 (Ms. Heb. 9467.175),whole_bowl,confirmed,unassessed
IBI-CFC719B959A4,NLI incantation bowl 111 (Ms. Heb. 9467.46),whole_bowl,confirmed,unassessed
IBI-D026063426EF,Penn B2917: Hebrew Bowl,fragment,candidate,unassessed
IBI-D051C726E32B,Penn B16093: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-D0A629AC03EA,Apotropaic index MS2053/251,uncertain,candidate,unassessed
IBI-D0A6CF48B471,NLI incantation bowl 186 (Ms. Heb. 9467.145),whole_bowl,confirmed,unassessed
IBI-D0F8CD2771DB,CBS 85-48-899,whole_bowl,probable,accepted
IBI-D1418E448B16,Apotropaic index BM033A,uncertain,candidate,unassessed
IBI-D177CA9271FD,British Museum 127396: incantation bowl,whole_bowl,probable,unassessed
IBI-D1CA2736055D,Apotropaic index BM065A,fragment,candidate,unassessed
IBI-D227A0BAF003,NLI incantation bowl 87 (Ms. Heb. 9467.168),whole_bowl,confirmed,unassessed
IBI-D23DBA217AEB,Penn B8826: Hebrew Bowl,fragment,candidate,unassessed
IBI-D2691E26D2CB,095M,whole_bowl,probable,accepted
IBI-D2935A468C4F,070A,whole_bowl,probable,accepted
IBI-D295E71EB908,Apotropaic index MS1927/29,uncertain,candidate,unassessed
IBI-D2C708F2AA14,Hilprecht Collection HS 3045,whole_bowl,confirmed,accepted
IBI-D2D12615DAA7,Waller 2022: VA 2484,whole_bowl,probable,accepted
IBI-D2E1F77128E9,NLI Klagsbald donation component 6,whole_bowl,candidate,unassessed
IBI-D38B14B711EA,Apotropaic index Mous107,uncertain,candidate,unassessed
IBI-D45A13DA10F5,Apotropaic index BM015A,fragment,candidate,unassessed
IBI-D4744BD1B068,Penn B6367: Hebrew Bowl,fragment,candidate,unassessed
IBI-D4BAB956C0CD,Penn B6354: Hebrew Bowl Sherd,whole_bowl,candidate,unassessed
IBI-D4E7693AE9F1,Apotropaic index IM49972,uncertain,candidate,unassessed
IBI-D4F9E3F0300B,Apotropaic index Gor4,uncertain,candidate,unassessed
IBI-D50BC9F2D496,British Museum 116372: incantation bowl,whole_bowl,probable,unassessed
IBI-D53390041C26,051A,whole_bowl,probable,accepted
IBI-D598DA57FA0E,033A,whole_bowl,probable,accepted
IBI-D5AB689EABA8,British Museum 91727: incantation bowl,whole_bowl,probable,unassessed
IBI-D5C2461A24E6,NLI incantation bowl 141 (Ms. Heb. 9467.165),whole_bowl,confirmed,unassessed
IBI-D6271EA68AE7,Penn B9014: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-D6403DD4D0A2,Apotropaic index MS2053/214,uncertain,candidate,unassessed
IBI-D6B6F227C0B8,Apollo 2026-06-21 lot 1200 component 2,whole_bowl,candidate,unassessed
IBI-D6C5979E4F6F,Penn B16034: Hebrew Bowl,fragment,candidate,unassessed
IBI-D6CC347287A4,VA 3383,whole_bowl,probable,accepted
IBI-D6F3F56881F3,NLI incantation bowl 197 (Ms. Heb. 9467.190),whole_bowl,confirmed,unassessed
IBI-D70867D160AF,NLI incantation bowl 181 (Ms. Heb. 9467.125),whole_bowl,confirmed,unassessed
IBI-D7459063D2FE,084M,whole_bowl,probable,accepted
IBI-D7DBEFF71013,British Museum 117828: incantation bowl,whole_bowl,probable,unassessed
IBI-D8319A094023,CBS 16096,whole_bowl,probable,accepted
IBI-D8649CBC536D,Apotropaic index BM005A,uncertain,candidate,unassessed
IBI-D88FF8FE4FCB,065A,whole_bowl,probable,accepted
IBI-D8AEF8DE70E8,Apotropaic index CAIB72,uncertain,candidate,unassessed
IBI-D8C1FFD3FBED,Waller 2022: CAMIB 26,whole_bowl,probable,accepted
IBI-D920A9E3D37F,Apotropaic index BM042A,uncertain,candidate,unassessed
IBI-D94C8C12F3AD,005A,whole_bowl,probable,accepted
IBI-D97F4DC17DD3,Waller 2022: Ford/Ten-Ami 2012,whole_bowl,probable,accepted
IBI-D9E94A290BE6,British Museum 108820: incantation bowl,whole_bowl,probable,unassessed
IBI-D9E9C4FD2C24,Hilprecht Collection HS 3044,whole_bowl,confirmed,accepted
IBI-DAA9CA20E17D,104M,whole_bowl,probable,accepted
IBI-DABD44C9BD10,British Museum 103360: incantation bowl; lid,whole_bowl,probable,unassessed
IBI-DAF65A02CE3D,Apotropaic index Ellis3,uncertain,candidate,unassessed
IBI-DB6683F21ED5,Yale Babylonian Collection YBC 2359,whole_bowl,confirmed,accepted
IBI-DB735219142A,Apotropaic index YBC2393,uncertain,candidate,unassessed
IBI-DB780150F56E,Apotropaic index MS2053/13,uncertain,candidate,unassessed
IBI-DC2AA7C32F36,TimeLine Auctions 2026 lot 213,whole_bowl,candidate,unassessed
IBI-DC2AF9B46657,Schøyen MS 2053/56 (context citation),uncertain,candidate,unassessed
IBI-DC36E80A1951,CBS 9005,whole_bowl,probable,accepted
IBI-DC4CC92ABDB9,British Museum 113187: incantation bowl,whole_bowl,probable,unassessed
IBI-DC6868391777,Schøyen MS 2053/13 (context citation),uncertain,candidate,unassessed
IBI-DC69D2C0C3B3,BM 91718,whole_bowl,probable,accepted
IBI-DCA253EBA01A,Nippur Excavations 10,whole_bowl,probable,accepted
IBI-DCB180CAB0CD,InscriptiFact dataset 15259844,uncertain,candidate,unassessed
IBI-DD170995141F,Ostracon / Trocadero item 1495910,whole_bowl,candidate,pseudo_script
IBI-DD2809A820A3,Apotropaic index MS2053/250,uncertain,candidate,unassessed
IBI-DD32F3954512,Apotropaic index MS2053/257,uncertain,candidate,unassessed
IBI-DD4107304D3A,British Museum 91744: incantation bowl,whole_bowl,probable,unassessed
IBI-DD441C1D4C62,British Museum 91737: incantation bowl,whole_bowl,probable,unassessed
IBI-DD8AA3CB0C93,NLI Klagsbald donation component 7,whole_bowl,candidate,unassessed
IBI-DDC4E29E455A,Penn B9012: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-DE1788B94612,Apotropaic index MS2053/242,uncertain,candidate,unassessed
IBI-DE76B61B6C76,Waller 2022: MS 2053/130,whole_bowl,probable,accepted
IBI-DE794FBC9282,NLI incantation bowl 144 (Ms. Heb. 9467.177),whole_bowl,confirmed,unassessed
IBI-DEA42CB64B86,Apotropaic index BM011A,fragment,candidate,unassessed
IBI-DEBC8A1B560A,027A,whole_bowl,probable,accepted
IBI-DEDC98D3F366,CBS 2920,whole_bowl,probable,accepted
IBI-DF04AC9DDBFB,CBS 16090,whole_bowl,probable,accepted
IBI-DF07D8BFA2A2,Waller 2022: S-446,whole_bowl,probable,accepted
IBI-DF0DD1DEA8B0,Penn B13191: Hebrew Bowl,fragment,candidate,unassessed
IBI-DF5CD82C866D,Schøyen MS 1928/14 (context citation),uncertain,candidate,unassessed
IBI-E0372BE85045,Apotropaic index Mous117,uncertain,candidate,unassessed
IBI-E088FE342AE5,Freeman's/Hindman 2022 lot 24 Breisblatt bowl,whole_bowl,candidate,unassessed
IBI-E08DF7A05D36,Penn B2965A: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-E10F6716C2C1,CBS 16019,whole_bowl,probable,accepted
IBI-E1144204BA40,Penn B2957: Hebrew Bowl,fragment,candidate,unassessed
IBI-E132B79EADD2,British Museum 91725: incantation bowl,whole_bowl,probable,unassessed
IBI-E135C0EA9CED,CBS 2952,whole_bowl,probable,accepted
IBI-E17277F38148,Apotropaic index Mous59,uncertain,candidate,unassessed
IBI-E179BADB3761,Penn B16018: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-E17B1F186F59,Apotropaic index CAIB69,uncertain,candidate,unassessed
IBI-E18000741DAB,Waller 2022: HS 3030,whole_bowl,probable,accepted
IBI-E1A342BA217A,NLI incantation bowl 105 (Ms. Heb. 9467.18),whole_bowl,confirmed,unassessed
IBI-E1D0E790302A,Apotropaic index Mous102,uncertain,candidate,unassessed
IBI-E20EB1F7EAB4,MAU 2464,whole_bowl,probable,accepted
IBI-E2176E40ECE2,Schøyen MS 2053/52 (context citation),uncertain,candidate,unassessed
IBI-E23B46226CD2,Apollo catalogue 10068 lot 270 component 3,fragment,candidate,unassessed
IBI-E24EF470E162,Bonhams bonham10350 lot 58 bowl,whole_bowl,candidate,unassessed
IBI-E27F43D96092,Apotropaic index YBC2359,uncertain,candidate,unassessed
IBI-E2C3AD20FE3B,Apotropaic index MS1927/16,uncertain,candidate,unassessed
IBI-E2E80DC27E79,Waller 2022: Isbell 35,whole_bowl,probable,accepted
IBI-E2FD8C520106,Schøyen MS 2053/182 (context citation),uncertain,candidate,unassessed
IBI-E3268823DA64,Penn B2969A: Hebrew Bowl,fragment,candidate,unassessed
IBI-E3AB303D9346,Apotropaic index BM002A,uncertain,candidate,unassessed
IBI-E3B2B21257C2,125Ps,whole_bowl,probable,pseudo_script
IBI-E3F8EB732ACD,NLI incantation bowl 91 (Ms. Heb. 9467.184),whole_bowl,confirmed,unassessed
IBI-E44584B3B490,Penn B16001: Hebrew Bowl,fragment,candidate,unassessed
IBI-E4602FCF2E34,Smelik 1978 Allard Pierson bowl,whole_bowl,probable,accepted
IBI-E494B531A0F1,Apollo catalogue 10068 lot 273 component 5,fragment,candidate,unassessed
IBI-E4F58D851CFF,Penn B2729: Ostracon,fragment,candidate,unassessed
IBI-E501E80DA715,Waller 2022: JBA 104,whole_bowl,probable,accepted
IBI-E50FA737EDB0,Waller 2022: M 1,whole_bowl,probable,accepted
IBI-E5149EBE4E1A,Apotropaic index MS2053/89,uncertain,candidate,unassessed
IBI-E562B6AEEFAF,British Museum 127398: incantation bowl,whole_bowl,probable,unassessed
IBI-E5775846E3D3,Apotropaic index Mous121,uncertain,candidate,unassessed
IBI-E5A7736DE977,British Museum 135438: incantation bowl,whole_bowl,probable,unassessed
IBI-E5D2EA2E4CBA,Penn B8693: Hebrew Bowl,fragment,candidate,unassessed
IBI-E5D486121C82,Penn B316: Hebrew Bowl,fragment,candidate,unassessed
IBI-E5EEB5C82284,Schøyen MS 2053/80 (context citation),uncertain,candidate,unassessed
IBI-E6466DF808EF,Penn B9017: Hebrew Bowl,fragment,candidate,unassessed
IBI-E654464B246D,British Museum 91723: incantation bowl; lid,whole_bowl,probable,unassessed
IBI-E6782748AAC0,052A,whole_bowl,probable,accepted
IBI-E69AB24A0E1B,British Museum 91769: incantation bowl,whole_bowl,probable,unassessed
IBI-E71CB0A6665B,Waller 2022: JBA 46,whole_bowl,probable,accepted
IBI-E74F7ED591BD,CBS 16041,whole_bowl,probable,accepted
IBI-E7665D140173,NLI incantation bowl 158 (Ms. Heb. 9467.34),whole_bowl,confirmed,unassessed
IBI-E775936CD191,Moussaieff 11 (A/2),whole_bowl,probable,accepted
IBI-E79D5A7D8874,Penn B2956: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-E79DBD4D7298,Tell Baruda C10-117,whole_bowl,confirmed,accepted
IBI-E7D69DF2BF21,NLI incantation bowl 215 (Ms. Heb. 9467.37),whole_bowl,confirmed,unassessed
IBI-E7EC27018B71,Waller 2022: MS 2053/7,whole_bowl,probable,accepted
IBI-E7FD7B539EF2,Apotropaic index IM9726,uncertain,candidate,unassessed
IBI-E806B8E31887,NLI incantation bowl 198 (Ms. Heb. 9467.194),whole_bowl,confirmed,unassessed
IBI-E83C8B4B906E,Auktionshaus Stahl lot 708 / record 100788,whole_bowl,candidate,unassessed
IBI-E8943A27A06D,Bodmer Library Geneva no. 51,whole_bowl,probable,accepted
IBI-E8CF3DBF81FE,"British Museum 1980,0415.31.a: incantation bowl",whole_bowl,probable,unassessed
IBI-E8D5C937721A,Waller 2022: CAMIB 23,whole_bowl,probable,accepted
IBI-E969578812D4,Penn B2929: Hebrew Bowl,fragment,candidate,unassessed
IBI-E98FB8675047,NLI incantation bowl 62 (Ms. Heb. 9467.40),whole_bowl,confirmed,unassessed
IBI-EA02F6D6DE6D,Hyvernat Syriac Christian-formula bowl,lost_or_unlocated,probable,unassessed
IBI-EA23C411BAE1,Vorderasiatisches Museum VA Bab 04366 a,whole_bowl,confirmed,accepted
IBI-EA3220CE80B7,Apotropaic index AMBB11,uncertain,candidate,unassessed
IBI-EA7636538267,Waller 2022: AMB 12a,whole_bowl,probable,accepted
IBI-EA9A06E1E283,Penn B2926: Hebrew Bowl,fragment,candidate,unassessed
IBI-EAAB69175FA2,Penn B2935: Hebrew Bowl,fragment,candidate,unassessed
IBI-EAC93F99B3EE,068A,whole_bowl,probable,accepted
IBI-EAD314664C90,Waller 2022: JBA 101,whole_bowl,probable,accepted
IBI-EADE8579FC26,Waller 2022: M 156,whole_bowl,probable,accepted
IBI-EB0446000ACB,Wellcome photograph M0003378 — unidentified Mandaic bowl,lost_or_unlocated,candidate,unassessed
IBI-EB3CA24423AE,Waller 2022: IM 212092,whole_bowl,probable,accepted
IBI-EB5FA4903D0B,HS 3070,whole_bowl,probable,accepted
IBI-EB68D29ACDD1,Apotropaic index MSFB20,uncertain,candidate,unassessed
IBI-EB8FD1657B4A,"British Museum 1980,0415.31.q: incantation bowl",whole_bowl,probable,unassessed
IBI-EB93A19465D8,NLI incantation bowl 48 (Ms. Heb. 9467.191),whole_bowl,confirmed,unassessed
IBI-EC0E16D4FA07,Tell Baruda Area 21 northwest-threshold bowl,whole_bowl,confirmed,accepted
IBI-EC5763E4FB05,M26,whole_bowl,probable,unassessed
IBI-EC63644C31CF,Apotropaic index Ellis7,uncertain,candidate,unassessed
IBI-EC715AA4A6F2,140Ps,whole_bowl,probable,pseudo_script
IBI-ECB69FB91460,Apotropaic index BM057A,fragment,candidate,unassessed
IBI-ECC55FD866D4,Penn B16098: Hebrew Bowl,fragment,candidate,unassessed
IBI-ECDFA73054C5,Penn B8833: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-ECFA9901D4DC,Penn B16072: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-ED015F40EEB2,Penn 85-48-910: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-ED159D8FF42E,Apotropaic index Mous131,uncertain,candidate,unassessed
IBI-ED5E1290070C,Penn B16089: Hebrew Bowl,fragment,candidate,unassessed
IBI-ED9B72ED148A,Apotropaic index CAIB18,uncertain,candidate,unassessed
IBI-EDA9596CB28F,Royal Ontario Museum bowl for Anush Busai,whole_bowl,candidate,accepted
IBI-EDB5B0136C6B,NLI incantation bowl 157 (Ms. Heb. 9467.29),whole_bowl,confirmed,unassessed
IBI-EE02A425AA93,British Museum 91773: incantation bowl,whole_bowl,probable,unassessed
IBI-EE139B7E7FDB,Apotropaic index AIT14,uncertain,candidate,unassessed
IBI-EE8A4EB0F62A,NLI incantation bowl 191 (Ms. Heb. 9467.166),whole_bowl,confirmed,unassessed
IBI-EED72B72DD39,Apotropaic index MS2053/150,uncertain,candidate,unassessed
IBI-EEEC822AEAA9,Penn B6361: Hebrew Bowl Sherd,whole_bowl,candidate,unassessed
IBI-EEFD60F2F08B,Apollo catalogue 10068 lot 271,whole_bowl,candidate,unassessed
IBI-EEFDE12D19ED,Apollo 2026-06-21 lot 1200 component 1,whole_bowl,candidate,unassessed
IBI-EF1FDA96620B,081M,whole_bowl,probable,accepted
IBI-EF45888FA247,NLI incantation bowl 99 (Ms. Heb. 9467.84),whole_bowl,confirmed,unassessed
IBI-EF74C758E075,Apotropaic index Gor8,uncertain,candidate,unassessed
IBI-EF961ABD5F3A,Kelsey DiSKO 2018.01.0502,whole_bowl,candidate,pseudo_script
IBI-EFC743E3AEA8,Apotropaic index C11-3,uncertain,candidate,unassessed
IBI-F00ACFE82A97,Penn B16019: Hebrew Bowl,fragment,candidate,unassessed
IBI-F0173A70F87B,Apotropaic index GorH,uncertain,candidate,unassessed
IBI-F031C44350BC,Schøyen MS 2053/230 (context citation),uncertain,candidate,unassessed
IBI-F06701DB64E4,Apotropaic index BM009A,uncertain,candidate,unassessed
IBI-F094DE6A4112,CBS 9012,whole_bowl,probable,accepted
IBI-F0BBD6278BCB,Penn B13186: Hebrew Bowl,whole_bowl,candidate,pseudo_script
IBI-F11690D2FBFA,Waller 2022: De Menil,whole_bowl,probable,accepted
IBI-F1230736EC4F,Apotropaic index MS1928/1,uncertain,candidate,unassessed
IBI-F1591D764E61,013A,whole_bowl,probable,accepted
IBI-F15D0338AECB,096M,whole_bowl,probable,accepted
IBI-F1AC0A03B480,NLI incantation bowl 109 (Ms. Heb. 9467.38),whole_bowl,confirmed,unassessed
IBI-F1AD825B3715,103M,whole_bowl,probable,accepted
IBI-F1D484247D42,Finnish National Museum Syriac bowl,whole_bowl,probable,unassessed
IBI-F1D80CD0C95B,Penn B16103: Hebrew Bowl,fragment,candidate,unassessed
IBI-F1E0D71CB699,Penn B16082: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-F20A466A7863,Penn B16102: Hebrew Bowl,fragment,candidate,unassessed
IBI-F244D3894172,MS 2055/16,whole_bowl,candidate,accepted
IBI-F2503CED956E,Penn B6333: Hebrew Bowl,fragment,candidate,unassessed
IBI-F265C68D7662,British Museum 91731: incantation bowl,whole_bowl,probable,unassessed
IBI-F26E4DF4F7C2,British Museum 102582: incantation bowl,whole_bowl,probable,unassessed
IBI-F2B52FC0533E,HS 3018,whole_bowl,probable,accepted
IBI-F2B94432A053,127Ps,whole_bowl,probable,pseudo_script
IBI-F2C28856C4B8,Artemis Gallery item 153273 — Bidsquare 1675202,whole_bowl,candidate,unassessed
IBI-F2C9E1AF8B6B,Apotropaic index BM018A,fragment,candidate,unassessed
IBI-F2F158C0F5DD,Apotropaic index MS2053/185,uncertain,candidate,unassessed
IBI-F30A83910A20,British Museum 91711: incantation bowl,whole_bowl,probable,unassessed
IBI-F31466D98A10,Penn B16095: Hebrew Bowl,fragment,candidate,unassessed
IBI-F34C9BA54074,CBS 85-48-953,whole_bowl,probable,accepted
IBI-F35968ED418B,NLI incantation bowl 156 (Ms. Heb. 9467.24),whole_bowl,confirmed,unassessed
IBI-F36154E31E2B,Schøyen MS 1927/64 (context citation),uncertain,candidate,unassessed
IBI-F36B9EC67F96,Waller 2022: JBA 08,whole_bowl,probable,accepted
IBI-F36E43C5908B,Penn 85-48-902: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-F3A1502F1715,001A,whole_bowl,probable,accepted
IBI-F49584A8B7FB,Royal Ontario Museum DA 5,whole_bowl,confirmed,accepted
IBI-F4BA4A2AB6FC,Apotropaic index Mous145,uncertain,candidate,unassessed
IBI-F4BAF2DE2A59,CBS 2943,whole_bowl,probable,accepted
IBI-F4C8268E41B1,Apotropaic index Gel2A,uncertain,candidate,unassessed
IBI-F4CE06D878F5,NLI incantation bowl 150 (Ms. Heb. 9467.201),whole_bowl,confirmed,unassessed
IBI-F504A461BD0B,Waller 2022: CAMIB 35,whole_bowl,probable,accepted
IBI-F5126391366F,Apotropaic index AIT27,uncertain,candidate,unassessed
IBI-F5189CBA8227,CBS 2923,whole_bowl,probable,accepted
IBI-F51D33F280A7,Ābgīne Museum 108–S,whole_bowl,confirmed,accepted
IBI-F530DDB24D54,NLI incantation bowl 209 (Ms. Heb. 9467.6),whole_bowl,confirmed,unassessed
IBI-F54E7E649DE1,024A,whole_bowl,probable,accepted
IBI-F5E127D75C58,British Museum 91765: incantation bowl,whole_bowl,probable,unassessed
IBI-F5F8DCA8A78E,Apotropaic index MSFB21,uncertain,candidate,unassessed
IBI-F5FC6A0EA9AA,NLI incantation bowl 127 (Ms. Heb. 9467.111),whole_bowl,confirmed,unassessed
IBI-F6360E44F685,Apotropaic index MS2053/174,uncertain,candidate,unassessed
IBI-F6520BBAE95D,VA.Bab.2835,whole_bowl,probable,accepted
IBI-F660717BBCBB,098M,whole_bowl,probable,accepted
IBI-F67D2C05B209,Apotropaic index Mous164,uncertain,candidate,unassessed
IBI-F6ED61BF3D88,CBS 3997,whole_bowl,probable,accepted
IBI-F6FEC5BE0085,Apotropaic index AMBB4,uncertain,candidate,unassessed
IBI-F72F1F87420C,British Museum 114398: incantation bowl,whole_bowl,probable,unassessed
IBI-F79FCAAA16DA,Apotropaic index MS2053/237,uncertain,candidate,unassessed
IBI-F7A591665533,Apotropaic index YAMB,fragment,candidate,unassessed
IBI-F7D69E185A23,Apotropaic index GelS,uncertain,candidate,unassessed
IBI-F7E779F89D76,NLI incantation bowl 22 (Ms. Heb. 9467.86),whole_bowl,confirmed,unassessed
IBI-F823DBF4529D,Hilprecht Collection HS 3037,whole_bowl,confirmed,accepted
IBI-F8411BD03E1F,NLI incantation bowl 192 (Ms. Heb. 9467.170),whole_bowl,confirmed,unassessed
IBI-F84904CC6EC4,Apotropaic index MS2053/110,uncertain,candidate,unassessed
IBI-F881E6B2BBA7,British Museum 91741: incantation bowl,whole_bowl,probable,unassessed
IBI-F8AAEA800567,Hilprecht Collection HS 3013,whole_bowl,confirmed,accepted
IBI-F8F5A0B86451,Penn B16033: Hebrew Bowl,fragment,candidate,unassessed
IBI-F901D66AA611,134Ps,whole_bowl,probable,pseudo_script
IBI-F919AA6121E3,009A,whole_bowl,probable,accepted
IBI-F93FDA2B10F9,NLI incantation bowl 153 (Ms. Heb. 9467.11),whole_bowl,confirmed,unassessed
IBI-F95732BB308E,003A,whole_bowl,probable,accepted
IBI-F9670CEFD548,Penn B9008: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-F98B752368B9,Apotropaic index BM006A,fragment,candidate,unassessed
IBI-F99341421AE4,NLI incantation bowl 174 (Ms. Heb. 9467.97),whole_bowl,confirmed,unassessed
IBI-F9F8F8D64319,Apotropaic index BM040A,uncertain,candidate,unassessed
IBI-F9FFC9C1FCD8,MS 2055/25,whole_bowl,candidate,accepted
IBI-FA62D628951C,Apotropaic index CAIB63,uncertain,candidate,unassessed
IBI-FA688CC07117,Penn B16085: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-FAA4FDD745DD,Waller 2022: Isbell 24,whole_bowl,probable,accepted
IBI-FAA7F16C75C2,Apotropaic index MS2053/206,uncertain,candidate,unassessed
IBI-FADE4346A022,Apotropaic index MS1927/51,uncertain,candidate,unassessed
IBI-FAF1F23148E0,Apotropaic index Gor11,uncertain,candidate,unassessed
IBI-FB21D28897C8,Penn B2947: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-FB27FC73F393,Formerly Aaron and Wolfe Collections,whole_bowl,probable,accepted
IBI-FB4728FAE732,Waller 2022: JBA 75,whole_bowl,probable,accepted
IBI-FB4EFCE9FCBD,British Museum 91754: incantation bowl,whole_bowl,probable,unassessed
IBI-FB5555B823FD,NLI incantation bowl 15 (Ms. Heb. 9467.57),whole_bowl,confirmed,unassessed
IBI-FBB33FFB180F,Penn B3998: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-FBDF71A4917F,Apotropaic index GelA,uncertain,candidate,unassessed
IBI-FBE1D4688507,Penn B9015: Hebrew Bowl,fragment,candidate,unassessed
IBI-FBE2D8234311,Penn 85-48-909: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-FC1C4A33DDF5,"Said Ali Madhloom 11.6 cm Aramaic bowl, Artemission 31.36716",whole_bowl,candidate,unassessed
IBI-FC231B673E0D,Apollo catalogue 10068 lot 273 component 3,fragment,candidate,unassessed
IBI-FC4FD2D26B71,NLI incantation bowl 161 (Ms. Heb. 9467.47),whole_bowl,confirmed,unassessed
IBI-FC553C8D4F9B,Penn B6344: Hebrew Bowl,fragment,candidate,unassessed
IBI-FC756E58C80D,Waller 2022: JBA 98,whole_bowl,probable,accepted
IBI-FCB1031090E2,British Museum 91745: incantation bowl,whole_bowl,probable,unassessed
IBI-FD3729E6B891,BM 135563,whole_bowl,probable,accepted
IBI-FDB589C9B13A,Potomack Company April 2026 Aramaic bowl,whole_bowl,candidate,unassessed
IBI-FE2547B9A003,Penn 85-48-911: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-FE336AFE73F5,Apotropaic index AIT13,uncertain,candidate,unassessed
IBI-FE8055483D66,NLI incantation bowl 59 (Ms. Heb. 9467.56),whole_bowl,confirmed,unassessed
IBI-FEAC2F4016A5,MS 2053/33,whole_bowl,probable,accepted
IBI-FECC2E84D07B,Apotropaic index MS2053/253,uncertain,candidate,unassessed
IBI-FEF6B893A0A7,Apotropaic index MS2053/183,uncertain,candidate,unassessed
IBI-FF406F1D7BF5,T27983,whole_bowl,probable,accepted
IBI-FF6A0543E254,British Museum 91747: incantation bowl,whole_bowl,probable,unassessed
IBI-FFC896350AFE,Penn B16047: Hebrew Bowl,fragment,candidate,unassessed
IBI-FORD2014-AS13,AS 13 (Ford 2014),whole_bowl,candidate,unassessed
IBI-FORD2014-DAV27,Davidovitz 27 (Ford 2014),whole_bowl,candidate,unassessed
