id,label,object_type,record_status,authenticity
IBI-33600DDBE0D9,NLI incantation bowl 139 (Ms. Heb. 9467.157),whole_bowl,confirmed,unassessed
IBI-336EFF7DA93C,British Museum 91715 scholarly re-edition,whole_bowl,probable,unassessed
IBI-3389670D4355,Apotropaic index AMBB5,uncertain,candidate,unassessed
IBI-33ACFC312B22,British Museum 91738: incantation bowl,whole_bowl,probable,unassessed
IBI-33C9806531BF,Penn B2923: Hebrew Bowl,fragment,candidate,unassessed
IBI-33E209FF5B86,NLI incantation bowl 51 (Ms. Heb. 9467.203),whole_bowl,confirmed,unassessed
IBI-34A1296673D3,Penn B2921: Hebrew Bowl,fragment,candidate,pseudo_script
IBI-34BA7D7EBB71,Apotropaic index BM029A,fragment,candidate,unassessed
IBI-34E5A43D4611,Gorea 2003 B2,whole_bowl,probable,accepted
IBI-356AD7EE0473,Kelsey Museum KM 33756,whole_bowl,confirmed,pseudo_script
IBI-358AAAF4ED2B,Waller 2022: SD 34,whole_bowl,probable,accepted
IBI-35C11EAAE713,049A,whole_bowl,probable,accepted
IBI-35CD0E04D7E6,InscriptiFact dataset 110214183,uncertain,candidate,unassessed
IBI-35F76F0F9D47,025A,whole_bowl,probable,accepted
IBI-35FC1833A65E,Penn B16048: Hebrew Bowl,fragment,candidate,unassessed
IBI-360CFBBCC321,Penn B8700: Hebrew Bowl,fragment,candidate,unassessed
IBI-362D2E1D6E03,Harviainen Borsippa bowl (BOR),whole_bowl,probable,unassessed
IBI-364CBA12A40B,112M,whole_bowl,probable,accepted
IBI-3657945A6155,"Pearson bowl, St Albans",lost_or_unlocated,probable,unassessed
IBI-36BC4F8663C6,Penn B6359: Hebrew Bowl,fragment,candidate,unassessed
IBI-36E0B6218EBA,"British Museum 1881,0714.6 / Google Arts & Culture",whole_bowl,probable,unassessed
IBI-37106ED2732D,Cincinnati Skirball Museum A/1331,whole_bowl,confirmed,accepted
IBI-372A705104A0,Apotropaic index BM013A,uncertain,candidate,unassessed
IBI-373176F3D2D5,NLI incantation bowl 27 (Ms. Heb. 9467.106),whole_bowl,confirmed,unassessed
IBI-374B7E79C69C,"British Museum 1980,0415.31.f: incantation bowl",whole_bowl,probable,unassessed
IBI-3777D0C0A76B,NLI incantation bowl 166 (Ms. Heb. 9467.66),whole_bowl,confirmed,unassessed
IBI-3799CFE813B5,Apotropaic index AIT1,uncertain,candidate,unassessed
IBI-381873493558,Apotropaic index BM060A,fragment,candidate,unassessed
IBI-387C18B11F84,NLI incantation bowl 143 (Ms. Heb. 9467.173),whole_bowl,confirmed,unassessed
IBI-38ADDA9EF4F6,NLI incantation bowl 194 (Ms. Heb. 9467.178),whole_bowl,confirmed,unassessed
IBI-38C18AE46D90,British Museum 103363: incantation bowl,whole_bowl,probable,unassessed
IBI-390480DC194A,Waller 2022: VA 2423,whole_bowl,probable,accepted
IBI-3927B95BCA23,Penn B16091: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-392B4F4424B7,Penn B16071: Hebrew Bowl,whole_bowl,candidate,pseudo_script
IBI-397771B8038D,CBS 2933,whole_bowl,probable,accepted
IBI-39B896F4912E,Waller 2022: Isbell 08,whole_bowl,probable,accepted
IBI-39C410944B65,"British Museum 1980,0415.31.h: incantation bowl",whole_bowl,probable,unassessed
IBI-3A55DF064E39,Waller 2022: T 28001,whole_bowl,probable,accepted
IBI-3AAD60BB880F,Penn B2963: Hebrew Bowl,fragment,candidate,unassessed
IBI-3ACD7A605F43,Penn B2936: Hebrew Bowl,fragment,candidate,pseudo_script
IBI-3AE967E7EFF9,Apotropaic index AMBB12a,uncertain,candidate,unassessed
IBI-3AF5851ED3F8,NLI incantation bowl 169 (Ms. Heb. 9467.78),whole_bowl,confirmed,unassessed
IBI-3AF5FBEE2C91,Apotropaic index CAIB71,uncertain,candidate,unassessed
IBI-3B8932F5C770,Apotropaic index MSFB14,uncertain,candidate,unassessed
IBI-3BD55EC0BD28,Hilprecht Collection HS 3059 possible fragment,fragment,candidate,unassessed
IBI-3BEE579DCD9B,British Museum 103362: incantation bowl,whole_bowl,probable,unassessed
IBI-3C13C6F7DFD5,British Museum 91778: incantation bowl,whole_bowl,probable,unassessed
IBI-3C269118F2F6,Apotropaic index GelC,uncertain,candidate,unassessed
IBI-3C3AFF5F0F29,Apotropaic index Pearson,uncertain,candidate,unassessed
IBI-3C7C76482C2A,Waller 2022: IM 141803,whole_bowl,probable,accepted
IBI-3C9042E76702,Waller 2022: Isbell 23,whole_bowl,probable,accepted
IBI-3CBF1529D760,Penn B16051: Hebrew Bowl,fragment,candidate,unassessed
IBI-3CC67931DF0F,Waller 2022: MS 2053/257,whole_bowl,probable,accepted
IBI-3CCB1D35BD7E,088M,whole_bowl,probable,accepted
IBI-3D34F8D130E7,Penn B16042: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-3D4D157C95CA,Penn B16021: Hebrew Bowl,fragment,candidate,unassessed
IBI-3D5237919C52,NLI incantation bowl 151 (Ms. Heb. 9467.205),whole_bowl,confirmed,unassessed
IBI-3D640F2A8374,Waller 2022: MS 2053/236,whole_bowl,probable,accepted
IBI-3D6D78A28128,Penn B16005: Hebrew Bowl,fragment,candidate,unassessed
IBI-3D7A2E9EE37B,Apotropaic index MS2053/270,uncertain,candidate,unassessed
IBI-3D8358A1D0CC,Ostracon Ancient Art item 1455520,whole_bowl,candidate,pseudo_script
IBI-3DA1CA1060F5,Penn B16027: Hebrew Bowl,fragment,candidate,pseudo_script
IBI-3DAA4B38392B,Penn B8834: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-3DD8CC816566,Penn B16016: Hebrew Bowl,fragment,candidate,unassessed
IBI-3DF53470BB36,NLI incantation bowl 131 (Ms. Heb. 9467.127),whole_bowl,confirmed,unassessed
IBI-3E0213A1FBDB,Penn B16007: Hebrew Bowl,fragment,candidate,unassessed
IBI-3E0C956BD836,Apotropaic index AIT11,uncertain,candidate,unassessed
IBI-3E3DA34C502B,Penn B6363: Hebrew Bowl,fragment,candidate,unassessed
IBI-3E712394AF88,Penn B16037: Hebrew Bowl,fragment,candidate,unassessed
IBI-3E89893C3F16,Waller 2022: HS 3022,whole_bowl,probable,accepted
IBI-3E8AE8D72F0E,Smithsonian NMNH incantation bowl nmnhanthropology_8046133,whole_bowl,confirmed,suspected_fake
IBI-3E8AF5F84087,Moussaieff unnumbered A,whole_bowl,probable,unassessed
IBI-3EA5FDFA2ECA,NLI incantation bowl 29 (Ms. Heb. 9467.114),whole_bowl,confirmed,unassessed
IBI-3EC203C5BED5,NLI incantation bowl 37 (Ms. Heb. 9467.147),whole_bowl,confirmed,unassessed
IBI-3ECE3C33AE7F,Waller 2022: S-442,whole_bowl,probable,accepted
IBI-3F07F2C93A12,Penn B2919: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-3F5236D2F146,Schøyen MS 2053/92 (context citation),uncertain,candidate,unassessed
IBI-3F577A400110,Apotropaic index N-IV,uncertain,candidate,unassessed
IBI-3F5D2D9C15BE,NLI incantation bowl 9 (Ms. Heb. 9467.30),whole_bowl,confirmed,unassessed
IBI-3F8692FF0DFB,NLI incantation bowl 33 (Ms. Heb. 9467.130),whole_bowl,confirmed,unassessed
IBI-3F9E41863B70,063A,whole_bowl,probable,accepted
IBI-3FA4EDABE5CF,NLI incantation bowl 162 (Ms. Heb. 9467.51),whole_bowl,confirmed,unassessed
IBI-3FC24DAEBFE7,Penn B16050: Hebrew Bowl,fragment,candidate,unassessed
IBI-404DAD941844,Schøyen MS 2053/116 (context citation),uncertain,candidate,unassessed
IBI-4056AFBF0AC8,M23,whole_bowl,probable,unassessed
IBI-4097E9918A80,Apotropaic index MS2053/231,uncertain,candidate,unassessed
IBI-40A1A8922ED8,Apollo Art Auctions lot 1419 left bowl,whole_bowl,candidate,unassessed
IBI-40D12FB9110C,NLI incantation bowl 210 (Ms. Heb. 9467.8),whole_bowl,confirmed,unassessed
IBI-410A5FE6DE6C,Apotropaic index MS1928/47,uncertain,candidate,unassessed
IBI-410C07F078B6,Apotropaic index GorL,uncertain,candidate,unassessed
IBI-4128C404FC1B,Waller 2022: Abousamra 2020,whole_bowl,probable,accepted
IBI-412E0B1680FB,Apotropaic index AIT10,uncertain,candidate,unassessed
IBI-413CDC41E1AC,Penn B2974: Hebrew Bowl,fragment,candidate,unassessed
IBI-419B3DDFF35E,076M,whole_bowl,probable,accepted
IBI-41EA6AEE468A,Penn B2964: Hebrew Bowl,fragment,candidate,unassessed
IBI-41EF9D3D3B97,Waller 2022: CAMIB 41,whole_bowl,probable,accepted
IBI-420DBD126CDB,NLI incantation bowl 178 (Ms. Heb. 9467.113),whole_bowl,confirmed,unassessed
IBI-429D6A806F08,Apotropaic index MS1927/61,uncertain,candidate,unassessed
IBI-42D1DF350C7A,Apotropaic index CAIB70,uncertain,candidate,unassessed
IBI-4317A627E44F,Penn B2981: Hebrew Bowl,fragment,candidate,unassessed
IBI-4361DA43DC7F,Apollo catalogue 10068 lot 273 component 2,fragment,candidate,unassessed
IBI-4388179CF590,Yale Babylonian Collection YBC 2393,whole_bowl,confirmed,accepted
IBI-43E160643DDF,Mumbling Muse item MCG00069,whole_bowl,candidate,unassessed
IBI-43E5EECA50BC,116M,whole_bowl,probable,accepted
IBI-43F005796278,Apotropaic index BM019A,uncertain,candidate,unassessed
IBI-444B0B07BA0E,Apotropaic index GorA,uncertain,candidate,unassessed
IBI-44AFA550086A,Waller 2022: JBA 114,whole_bowl,probable,accepted
IBI-44BC3FE36601,CBS 2943,whole_bowl,probable,accepted
IBI-4500756E262F,CBS 9009,whole_bowl,probable,accepted
IBI-453035C1DDED,NLI incantation bowl 68 (Ms. Heb. 9467.12),whole_bowl,confirmed,unassessed
IBI-457F94914353,Penn B9010: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-45C71B5BE6EC,Apotropaic index MS2053/256,uncertain,candidate,unassessed
IBI-45CD59071E6E,Penn B2962: Hebrew Bowl,fragment,candidate,unassessed
IBI-4653681EA3B5,NLI incantation bowl 182 (Ms. Heb. 9467.129),whole_bowl,confirmed,unassessed
IBI-46769AB4E6AE,Hilprecht Collection HS 3057,whole_bowl,confirmed,accepted
IBI-46C8C30E20BF,Schwab O (Dieulafoy Susiana bowl),whole_bowl,probable,accepted
IBI-47578B1D57F0,British Museum 91760: incantation bowl,whole_bowl,probable,unassessed
IBI-47922DD16507,Apotropaic index MS2053/12,uncertain,candidate,unassessed
IBI-47A624FD7A32,Waller 2022: Moriah 2,whole_bowl,probable,accepted
IBI-47F7DABCD899,NLI incantation bowl 20 (Ms. Heb. 9467.77),whole_bowl,confirmed,unassessed
IBI-4804CC31F58D,Waller 2022: JBA 109,whole_bowl,probable,accepted
IBI-4884D32F63D1,Apotropaic index MS2053/41,uncertain,candidate,unassessed
IBI-48D2AD086C07,Penn B16015: Hebrew Bowl,fragment,candidate,unassessed
IBI-48EE2D615A84,Apotropaic index MS2053/178,uncertain,candidate,unassessed
IBI-49279B6480D9,British Museum 108823: incantation bowl,whole_bowl,probable,unassessed
IBI-492EBB1E3508,101M,whole_bowl,probable,accepted
IBI-4949F2DB777F,Apotropaic index GorK,uncertain,candidate,unassessed
IBI-496A7DF45DE8,Penn B16039: Hebrew Bowl,fragment,candidate,unassessed
IBI-49BD92ACF18B,Davidovitz 2,lost_or_unlocated,probable,accepted
IBI-49D1BAB76E01,CBS 16022,whole_bowl,probable,accepted
IBI-49D8C1227586,Waller 2022: Shaked 2015: 109-110,whole_bowl,probable,accepted
IBI-49DD527F5D94,Apotropaic index MS2053/167,uncertain,candidate,unassessed
IBI-4A088BA7C7FA,Apotropaic index CAIB65,uncertain,candidate,unassessed
IBI-4A2F6AC1F208,Hilprecht Collection HS 3049,whole_bowl,confirmed,accepted
IBI-4A609BF869D2,Apotropaic index BM001A,uncertain,candidate,unassessed
IBI-4AACF1A7FC32,British Museum 108824: incantation bowl,whole_bowl,probable,unassessed
IBI-4AC688F5E515,Smelik 1978 Allard Pierson Museum bowl,whole_bowl,probable,unassessed
IBI-4AE5624CAB18,Waller 2022: T 15608,whole_bowl,probable,accepted
IBI-4AF7C0A9A49E,NLI incantation bowl 119 (Ms. Heb. 9467.79),whole_bowl,confirmed,unassessed
IBI-4B442625658D,Halls Fine Art 2025 lot 27,whole_bowl,candidate,unassessed
IBI-4B446E8F382A,Apotropaic index DMb,uncertain,candidate,unassessed
IBI-4B583D2C62F2,Apotropaic index MSFB24,uncertain,candidate,unassessed
IBI-4B613C8F7888,NLI incantation bowl 185 (Ms. Heb. 9467.141),whole_bowl,confirmed,unassessed
IBI-4B7488D77F24,CBS 9008,whole_bowl,probable,accepted
IBI-4B99D46392D1,Apotropaic index BM063A,fragment,candidate,unassessed
IBI-4BC0E6C6248A,British Museum 91714: incantation bowl,whole_bowl,probable,unassessed
IBI-4BE4B69AB2D2,"Geller 1976 Wiseman bowl / British Museum 2010,6023.1",whole_bowl,probable,unassessed
IBI-4C528E17D444,Apotropaic index AIT29,uncertain,candidate,unassessed
IBI-4C5ECE7D80EA,Penn B2940: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-4C9716400DD6,MS 1928/19: Zoroastrian Incantations Against Angra Mainu,whole_bowl,probable,accepted
IBI-4CB0DA45A7D0,British Museum 91733: incantation bowl,whole_bowl,probable,unassessed
IBI-4CD929F055AE,Wolf 23,lost_or_unlocated,probable,accepted
IBI-4CDAFE6C01A3,Waller 2022: JBA 103,whole_bowl,probable,accepted
IBI-4D29382AEC22,Penn B13194: Hebrew Bowl,fragment,candidate,unassessed
IBI-4D4032DE7595,"British Museum 1980,0415.31.g: incantation bowl",whole_bowl,probable,unassessed
IBI-4D7E8C4473C1,Apotropaic index MS2053/212,uncertain,candidate,unassessed
IBI-4D931CBC1484,Waller 2022: XI-t 5178,whole_bowl,probable,accepted
IBI-4DB53DB1F71A,Apotropaic index BM020A,uncertain,candidate,unassessed
IBI-4E0DCBDCC1F2,Apotropaic index MS2053/132,uncertain,candidate,unassessed
IBI-4E4BF73700F3,Penn B8696: Hebrew Bowl,fragment,candidate,unassessed
IBI-4E8B3D074C8C,Apotropaic index BM039A,uncertain,candidate,unassessed
IBI-4EDC87544CE8,NLI incantation bowl 77 (Ms. Heb. 9467.120),whole_bowl,confirmed,unassessed
IBI-4F06EB79A80F,066A,whole_bowl,probable,accepted
IBI-4F498F59E098,Waller 2022: IM 76752,whole_bowl,probable,accepted
IBI-4F5841D575F1,IBC 3,whole_bowl,probable,unassessed
IBI-4F7F8D057CCC,Penn B16030: Hebrew Bowl,fragment,candidate,unassessed
IBI-4F8B091D150F,039A,whole_bowl,probable,accepted
IBI-4F94BCF5D73A,Apotropaic index BM030A,fragment,candidate,unassessed
IBI-4FC91C05B993,British Museum 91751: incantation bowl,whole_bowl,probable,unassessed
IBI-4FE7EFCFDFFC,Penn B6334: Hebrew Bowl,fragment,candidate,unassessed
IBI-5002143E0DC9,Apotropaic index AIT22,uncertain,candidate,unassessed
IBI-50F54650C17B,NLI incantation bowl 95 (Ms. Heb. 9467.200),whole_bowl,confirmed,unassessed
IBI-510CFB1AB6F7,"British Museum 1980,0415.31.d: incantation bowl",whole_bowl,probable,unassessed
IBI-5125DDCA6985,NLI bowl 139 — Hebrew arts-magazine appearance,whole_bowl,confirmed,accepted
IBI-51396F1F61E4,Apotropaic index BM003A,fragment,candidate,unassessed
IBI-516832F05365,121Ps,whole_bowl,probable,pseudo_script
IBI-51D0CCC0FDC5,Apotropaic index BM014A,fragment,candidate,unassessed
IBI-51D534C82D43,NLI incantation bowl 31 (Ms. Heb. 9467.122),whole_bowl,confirmed,unassessed
IBI-51DF61D0E415,NLI incantation bowl 133 (Ms. Heb. 9467.135),whole_bowl,confirmed,unassessed
IBI-520283C6D783,Penn B16094: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-522D56F4C3D8,NLI incantation bowl 200 (Ms. Heb. 9467.202),whole_bowl,confirmed,unassessed
IBI-525DC230A207,Catawiki lot 67027943,whole_bowl,candidate,unassessed
IBI-52600C3EFC8A,NLI incantation bowl 175 (Ms. Heb. 9467.101),whole_bowl,confirmed,unassessed
IBI-527704D6B074,CBS 16086,whole_bowl,probable,accepted
IBI-52859A699CD5,Penn B6353: Hebrew Bowl,fragment,candidate,unassessed
IBI-530D2CFECF43,NLI incantation bowl 207 (Ms. Heb. 9467.3),whole_bowl,confirmed,unassessed
IBI-5337D0961A00,"Mandaic bowl for Amkur and his son, Gorea 2003",whole_bowl,probable,unassessed
IBI-5344FF63115C,Penn B16038: Hebrew Bowl,fragment,candidate,unassessed
IBI-53A84E600FF4,Schøyen MS 1927/10 (context citation),uncertain,candidate,unassessed
IBI-53BBE7375CCD,Penn B6355: Hebrew Bowl,fragment,candidate,unassessed
IBI-53CF771EE2FA,Apotropaic index BM007A,fragment,candidate,unassessed
IBI-541CBE3771BC,Penn B16054: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-5430A0855D0E,Nippur 18N18,whole_bowl,confirmed,accepted
IBI-54398C1767BE,Apotropaic index GorD,uncertain,candidate,unassessed
IBI-544ABA7B7DAA,CBS 2941,whole_bowl,probable,accepted
IBI-5450D882F4E2,Penn B16084: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-549372009A48,Apotropaic index MS2053/123,uncertain,candidate,unassessed
IBI-54CD93D3C03E,NLI incantation bowl 171 (Ms. Heb. 9467.85),whole_bowl,confirmed,unassessed
IBI-54F1E266EBCC,Johns Hopkins Archaeological Museum 4 N 161,whole_bowl,probable,accepted
IBI-5513BF033E74,Apotropaic index AMBB2,uncertain,candidate,unassessed
IBI-5530C58CC7B7,Apotropaic index BM023A,uncertain,candidate,unassessed
IBI-555795C53961,Catawiki lot 52757191,whole_bowl,candidate,unassessed
IBI-555D2CF45684,Met 86.11.260: Incantation bowl with pseudo-Aramaic inscription,whole_bowl,probable,pseudo_script
IBI-55769FD589D6,Apotropaic index Mous103,uncertain,candidate,unassessed
IBI-558CF7614F99,Apotropaic index BM068A,uncertain,candidate,unassessed
IBI-5592B06397E2,Penn B16068: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-559FAD73616B,Penn B16080: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-5632A258703A,Waller 2022: IM 56544,whole_bowl,probable,accepted
IBI-564F562C76B3,NLI incantation bowl 116 (Ms. Heb. 9467.67),whole_bowl,confirmed,unassessed
IBI-5668DFCF5849,Penn B16022: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-56796E0EB0E2,Waller 2022: HS 3005,whole_bowl,probable,accepted
IBI-5689D7C131FC,British Museum 91710: incantation bowl,whole_bowl,probable,unassessed
IBI-5697CFCCA6A5,Waller 2022: M 059,whole_bowl,probable,accepted
IBI-56B449534A9B,Penn B13195: Hebrew Bowl,fragment,candidate,unassessed
IBI-56C0FBBB8E70,British Museum 103355: incantation bowl,whole_bowl,probable,unassessed
IBI-56CB143F21AA,"JNL Heb 4, 6079",whole_bowl,probable,accepted
IBI-579F6C01A9C9,InscriptiFact dataset 15260334,uncertain,candidate,unassessed
IBI-57DA11BFD44F,NLI incantation bowl 11 (Ms. Heb. 9467.41),whole_bowl,confirmed,unassessed
IBI-57E8D820C43C,British Museum 131668: incantation bowl,whole_bowl,probable,unassessed
IBI-57F722D9620A,Apotropaic index FWG,uncertain,candidate,unassessed
IBI-583417FC78CB,Penn B2928: Hebrew Bowl,fragment,candidate,unassessed
IBI-586A5A88B7DC,Waller 2022: Isbell 12,whole_bowl,probable,accepted
IBI-58B777C45C40,Schøyen MS 1927/37 (context citation),uncertain,candidate,unassessed
IBI-591F2729082B,Waller 2022: ZRL 48,whole_bowl,probable,accepted
IBI-593FD3B153CF,Apotropaic index BM045A,uncertain,candidate,unassessed
IBI-597290DEB8C3,Penn B16101: Hebrew Bowl,fragment,candidate,unassessed
IBI-5A3C52509B4D,NLI incantation bowl 54 (Ms. Heb. 9467.26),whole_bowl,confirmed,unassessed
IBI-5A650FB631EB,Penn B6339: Hebrew Bowl Sherd,fragment,candidate,unassessed
IBI-5A68C5918142,British Museum 108821: incantation bowl,whole_bowl,probable,unassessed
IBI-5A78EABCD168,Waller 2022: M 138,whole_bowl,probable,accepted
IBI-5AE22A5683A5,NLI incantation bowl 10 (Ms. Heb. 9467.36),whole_bowl,confirmed,unassessed
IBI-5AF31C15BFED,Apotropaic index AIT7,uncertain,candidate,unassessed
IBI-5B1343517775,CBS 2945,whole_bowl,probable,accepted
IBI-5B31D5318EAC,Apotropaic index BM025A,fragment,candidate,unassessed
IBI-5B32B54C7F0C,NLI incantation bowl 187 (Ms. Heb. 9467.150),whole_bowl,confirmed,unassessed
IBI-5B7219F61A21,Penn B6343: Hebrew Bowl,fragment,candidate,unassessed
IBI-5B8A457394DA,079M,whole_bowl,probable,accepted
IBI-5B8AA7831836,NLI incantation bowl 102 (Ms. Heb. 9467.96),whole_bowl,confirmed,unassessed
IBI-5BA864A5AA3B,Apotropaic index BM072A,fragment,candidate,unassessed
IBI-5BD2C1B41501,Kedem Auction 32 lot 154,whole_bowl,candidate,unassessed
IBI-5C02510AF065,Apotropaic index Ellis2,uncertain,candidate,unassessed
IBI-5C355EF43D8D,CBS 9013,whole_bowl,probable,accepted
IBI-5C48844F88FB,040A,whole_bowl,probable,accepted
IBI-5C4F91E6067E,NLI incantation bowl 172 (Ms. Heb. 9467.89),whole_bowl,confirmed,unassessed
IBI-5C74E556D20C,Apotropaic index BOR,uncertain,candidate,unassessed
IBI-5C86F6265738,CBS 16097,whole_bowl,probable,accepted
IBI-5C8B8D7464F2,Apotropaic index AMBB6,uncertain,candidate,unassessed
IBI-5CB5A9A5E46E,CBS 16055,whole_bowl,probable,accepted
IBI-5D08E0461F30,Iraq Museum 114986 / Nippur 18N97,whole_bowl,confirmed,accepted
IBI-5DA6D4C914F4,Penn B2941: Hebrew Bowl,fragment,candidate,unassessed
IBI-5DF7F023CE35,Schøyen MS 2053/38 (context citation),uncertain,candidate,unassessed
IBI-5E1534581648,Penn 85-48-904: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-5E32D964D468,InscriptiFact dataset 15260317,uncertain,candidate,unassessed
IBI-5E45A166A621,Penn B16059: Hebrew Bowl,fragment,candidate,unassessed
IBI-5E480A6DF9A3,Penn B16049: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-5EA30AAE087E,NLI incantation bowl 12 (Ms. Heb. 9467.45),whole_bowl,confirmed,unassessed
IBI-5ECA91207942,Hilprecht Collection HS 3014,whole_bowl,confirmed,accepted
IBI-5EFBFD3ADE74,British Museum 117879: incantation bowl,whole_bowl,probable,unassessed
IBI-5EFFC55984C7,Penn B825: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-5F0220831F74,Penn 85-48-917: Hebrew Bowl,fragment,candidate,unassessed
IBI-5F31615726F1,Apotropaic index AIT2,uncertain,candidate,unassessed
IBI-5F336B91D4C4,Apotropaic index VA3854,uncertain,candidate,unassessed
IBI-5F60BF45DDD7,Waller 2022: CAMIB 71,whole_bowl,probable,accepted
IBI-5F62830AF613,Apotropaic index MS2053/36,uncertain,candidate,unassessed
IBI-5FCC4322461F,Apotropaic index AIT26,uncertain,candidate,unassessed
IBI-5FEA632C514C,Waller 2022: Isbell 33,whole_bowl,probable,accepted
IBI-5FF17F04C265,091M,whole_bowl,probable,accepted
IBI-6005503283A5,Penn B2916: Hebrew Bowl,fragment,candidate,unassessed
IBI-601F54AC3BA6,075A,whole_bowl,probable,accepted
IBI-607F5A5A80C9,Penn B9002: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-60A39530F497,Apotropaic index Mous112,uncertain,candidate,unassessed
IBI-60A67A350134,Waller 2022: JBA 65,whole_bowl,probable,accepted
IBI-60CEFE849F9D,NLI incantation bowl 23 (Ms. Heb. 9467.90),whole_bowl,confirmed,unassessed
IBI-6125E2675488,Apotropaic index BM064A,fragment,candidate,unassessed
IBI-61855D47B725,NLI incantation bowl 36 (Ms. Heb. 9467.142),whole_bowl,confirmed,unassessed
IBI-618DB7091347,NLI incantation bowl 195 (Ms. Heb. 9467.182),whole_bowl,confirmed,unassessed
IBI-61A4EA30B2D4,Penn B6336: Hebrew Bowl,fragment,candidate,unassessed
IBI-61A96A00B7B1,Waller 2022: JBA 11,whole_bowl,probable,accepted
IBI-61CFB166EF10,Iraq Museum IM 9726,whole_bowl,probable,unassessed
IBI-6205B2E61A71,British Museum 91746: incantation bowl,whole_bowl,probable,unassessed
IBI-620A239DAA70,Schøyen MS 2053/156 (context citation),uncertain,candidate,unassessed
IBI-627E5C646C5B,Penn B2982: Hebrew Bowl,fragment,candidate,unassessed
IBI-6290A5A4DDFB,Apotropaic index MS2053/156,uncertain,candidate,unassessed
IBI-62DA4A36AF2B,Penn B2970: Hebrew Bowl,fragment,candidate,unassessed
IBI-62F30A57A7A0,NLI incantation bowl 19 (Ms. Heb. 9467.73),whole_bowl,confirmed,unassessed
IBI-62F5934FB165,Iraq Museum IM 91-100147,whole_bowl,confirmed,accepted
IBI-632C69FF10F4,Penn B8836: Hebrew Bowl,fragment,candidate,unassessed
IBI-6364E0AD56A8,077M,whole_bowl,probable,accepted
IBI-63793B0DDEBD,British Museum 108818: incantation bowl,whole_bowl,probable,unassessed
IBI-638A4565DB08,NLI incantation bowl 71 (Ms. Heb. 9467.112),whole_bowl,confirmed,unassessed
IBI-63BF471B795C,"British Museum 1980,0415.31.l: incantation bowl",whole_bowl,probable,unassessed
IBI-63C66E7DD4EA,NLI incantation bowl 83 (Ms. Heb. 9467.152),whole_bowl,confirmed,unassessed
IBI-63D2D8082D09,Waller 2022: VA 3854,whole_bowl,probable,accepted
IBI-63D659859D54,Moussaieff M163,whole_bowl,probable,unassessed
IBI-63DC1A6B27EF,Penn B8695: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-643AF1B799FD,British Museum 117883: incantation bowl,whole_bowl,probable,unassessed
IBI-644F03502EC4,Penn B2983: Hebrew Bowl,fragment,candidate,unassessed
IBI-64889DD64911,Penn B6347: Hebrew Bowl Sherd,fragment,candidate,unassessed
IBI-64FAFD2BE47A,NLI incantation bowl 7 (Ms. Heb. 9467.19),whole_bowl,confirmed,unassessed
IBI-653C0F4DAF6F,Waller 2022: JBA 42,whole_bowl,probable,accepted
IBI-65643BBAF2D8,British Museum 103361: incantation bowl,whole_bowl,probable,unassessed
IBI-65A488C5A931,Penn B16045: Hebrew Bowl,fragment,candidate,unassessed
IBI-664456D75E41,State Hermitage Museum S-444,whole_bowl,confirmed,pseudo_script
IBI-6660773386B7,Penn 85-48-908: Hebrew Bowl,fragment,candidate,unassessed
IBI-66700DA0DFDA,Christie's London 1974 Hera auction lot 348,whole_bowl,probable,unassessed
IBI-66B8C4ED718F,Penn B6365: Hebrew Bowl,fragment,candidate,unassessed
IBI-66B8FD91B8A4,Penn B2973: Hebrew Bowl,fragment,candidate,unassessed
IBI-66C56F42A195,Penn B9003: Hebrew Bowl,fragment,candidate,unassessed
IBI-66ED0C90B161,010A,whole_bowl,probable,accepted
IBI-677C9AD3E7E9,NLI incantation bowl 56 (Ms. Heb. 9467.35),whole_bowl,confirmed,unassessed
IBI-6788A84FE8CA,Nippur 18N21,fragment,confirmed,accepted
IBI-67A46456293B,CBS 8826,whole_bowl,probable,accepted
IBI-67A5D26A58C9,Penn B2985: Hebrew Bowl,fragment,candidate,unassessed
IBI-67DA4B9D3E9D,Penn B16079: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-67E68F81FE63,Apotropaic index GorI,uncertain,candidate,unassessed
IBI-67FD2257910F,Apotropaic index Mous50,uncertain,candidate,unassessed
IBI-68042E5AC552,Apotropaic index MS2053/209,uncertain,candidate,unassessed
